Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Schichtname;Schichtbezeichnung;Art;;;;;
24.08.16;Entw.017;;Profillinie;Linie;17;054;Topogr. Bestimmter Punkt;Grundplan;;;;;
24.08.16;Entw.018;2.3.1.17.1;Pflasterrinne - mittig bestimmt;Linie;18;022;Topographie;Grundplan;;;;;
24.08.16;Entw.019;2.3.1.17.2;Pflasterrinne - seitlich am Rand bestimmt;Linie;19;022;Topographie;Grundplan;;;;;
24.08.16;Entw.020;2.2.6.0.1;Radweg;Linie;20;022;Topographie;Grundplan;;;;;
24.08.16;Entw.020;3.2.8.;Radweg;Text;20;022;Topographie;Grundplan;;;;;
24.08.16;Entw.021;2.3.1.19;Tiefbord - abgesenkter Bord;Linie;21;022;Topographie;Grundplan;;;;;
24.08.16;Entw.022;2.3.1.18;Hochbord;Linie;22;022;Topographie;Grundplan;;;;;
24.08.16;Entw.023;2.2.6.0.2;Gehweg;Linie;23;022;Topographie;Grundplan;;;;;
24.08.16;Entw.023;3.2.8.;Gehweg;Text;23;022;Topographie;Grundplan;;;;;
24.08.16;Entw.024;2.3.8.3;Sohle / Wegseitengraben / Rinne / Straßengraben;Punkt;24;022;Topographie;Grundplan;;;;;
24.08.16;Entw.024;2.3.1.17;Sohle / Wegseitengraben / Rinne / Straßengraben;Linie;24;022;Topographie;Grundplan;;;;;
24.08.16;Entw.024;3.3.13.;Sohle / Wegseitengraben / Rinne / Straßengraben;Text;24;022;Topographie;Grundplan;;;;;
24.08.16;Entw.025;2.2.6.;Einfahrt;Linie;25;022;Topographie;Grundplan;;;;;
24.08.16;Entw.025;3.2.8.0.3;Einfahrt;Text;25;022;Topographie;Grundplan;;;;;
24.08.16;Entw.026;2.4.6.9;Parkplatz - bei Begrenzung als Linie nach Nutzung;Punkt;26;021;Tatsächliche Nutzung;Grundplan;;;;;
24.08.16;Entw.026;;Parkplatz - bei Begrenzung als Linie nach Nutzung;Linie;26;021;Tatsächliche Nutzung;Grundplan;;;;;
24.08.16;Entw.027;2.3.3.10;Belagwechsel / Zuordnungslinie;Linie;27;022;Topographie;Grundplan;;;;;
24.08.16;Entw.027;;Belagwechsel / Zuordnungslinie, Befestigungsart;Text;27;022;Topographie;Grundplan;;;;;
24.08.16;Entw.028;2.2.7.34;Nutzungsartengrenze;Linie;28;024;Tatsächliche Nutzung überlagernd;Grundplan;;;;;
24.08.16;Entw.028;;Nutzungsartengrenze - Art/ Funktion;Text;28;024;Tatsächliche Nutzung überlagernd;Grundplan;;;;;
24.08.16;Entw.029;2.3.1.20;unbefestigter Weg / Weg allgemein / Wirtschaftsweg ;Linie;29;022;Topographie;Grundplan;;;;;
24.08.16;Entw.029;3.2.8.;unbefestigter Weg / Weg allgemein / Wirtschaftsweg - Art;Text;29;022;Topographie;Grundplan;;;;;
24.08.16;Entw.030;;Wohngebäude / Öffentl. Gebäude ;Punkt;30;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.030;2.4.1.2;Wohngebäude / Öffentl. Gebäude ;Linie;30;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.030;2.4.3.3.1;Wohngebäude / Öffentl. Gebäude;Flaeche;30;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.030;2.4.4.;Wohngebäude/Öffentl. Gebäude - Haus-Nr./ Geschosszahl;Text;30;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.031;;Wirtschaftsgebäude / Industriegebäude;Punkt;31;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.031;2.4.1.3;Wirtschaftsgebäude / Industriegebäude;Linie;31;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.031;2.4.3.2;Wirtschaftsgebäude / Industriegebäude;Flaeche;31;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.031;2.4.4.;Wirtschaftsgebäude / Industriegebäude - Gebäudeart;Text;31;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.032;2.4.1.3;Garage ;Linie;32;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.032;2.4.3.2;Garage ;Flaeche;32;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.032;2.4.4.;Garage - Gebäudeart;Text;32;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.033;2.4.1.2;Wartehaus;Linie;33;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.033;2.4.3.2;Wartehaus;Flaeche;33;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.033;2.4.4.;Wartehaus;Text;33;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.034;2.4.1.5;Gebäude, unterirdisch;Linie;34;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.034;2.4.4.;Gebäude, unterirdisch - Gebäudeart;Text;34;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.035;2.4.1.2;Gebäude, sonstiges Öffentlich, ohne Bestimmung;Linie;35;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.035;2.4.3.1;Gebäude, sonstiges Öffentlich, ohne Bestimmung;Flaeche;35;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.035;2.4.4.;Gebäude, sonstiges Öffentlich, ohne Bestimmung - Gebäudeart;Text;35;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.036;2.4.1.3;Schuppen / Bungalow / Gartenhaus;Linie;36;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.036;2.4.3.2;Schuppen / Bungalow / Gartenhaus ;Flaeche;36;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.036;2.4.4.;Schuppen / Bungalow / Gartenhaus - Gebäudeart;Text;36;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.037;2.5.8.3;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Punkt;37;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.037;;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Linie;37;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.037;;Telefonzelle / Fernsprechhaus - bei Begrenzung als Linie;Text;37;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.038;2.5.9.5;Tankstelle;Punkt;38;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.039;2.5.6.5;Umformer / Trafohaus;Punkt;39;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.039;2.4.1.3;Umformer / Trafohaus;Linie;39;011;Gebäude;Grundplan;;;;;
24.08.16;Entw.040;2.3.3.3;Verkehrszeichen - feststehend;Punkt;40;022;Topographie;Grundplan;;;;;
24.08.16;Entw.041;2.3.3.2;Wegweiser;Punkt;41;022;Topographie;Grundplan;;;;;
24.08.16;Entw.042;2.3.3.4;Verkehrsampe;Punkt;42;022;Topographie;Grundplan;;;;;
24.08.16;Entw.043;2.3.5.4;Blinklicht / Signalzeichen;Punkt;43;022;Topographie;Grundplan;;;;;
24.08.16;Entw.044;2.7.4.1;Werbefläche;Punkt;44;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.045;2.5.3.12;Schilderpfahl;Punkt;45;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.046;2.3.3.6;Schild - Haltestelle (Bus,Bahn/ÖPNV);Punkt;46;022;Topographie;Grundplan;;;;;
24.08.16;Entw.047;2.7.4.8;Parkuhr / Parkscheinautomat;Punkt;47;022;Topographie;Grundplan;;;;;
24.08.16;Entw.048;2.3.3.7;Verkehrzeichen - Brücke;Punkt;48;022;Topographie;Grundplan;;;;;
24.08.16;Entw.049;2.3.3.8;Lichtzeichen - Brücke;Punkt;49;022;Topographie;Grundplan;;;;;
24.08.16;Entw.050;2.2.8.;Zaun / Holzzaun - topographisch Bedeutend;Linie;50;022;Topographie;Grundplan;;;;;
24.08.16;Entw.051;2.2.8.1;Eisenzaun;Linie;51;022;Topographie;Grundplan;;;;;
24.08.16;Entw.052;2.2.8.2;Drahtzaun;Linie;52;022;Topographie;Grundplan;;;;;
24.08.16;Entw.053;2.3.2.9;Wildschutzzaun;Linie;53;022;Topographie;Grundplan;;;;;
24.08.16;Entw.053;2.3.2.9;Wildschutzzaun;Text;53;022;Topographie;Grundplan;;;;;
24.08.16;Entw.054;2.3.2.6;Lärmschutzwand;Linie;54;022;Topographie;Grundplan;;;;;
24.08.16;Entw.054;2.3.2.6;Lärmschutzwand;Text;54;022;Topographie;Grundplan;;;;;
24.08.16;Entw.055;2.2.9.;Zaunsäule / Mauersäule - bei Begrenzung als Linie;Punkt;55;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.055;2.2.9.;Zaunsäule / Mauersäule - bei Begrenzung als Linie;Linie;55;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.056;2.2.11.;Hecke - topographisch bedeutend;Linie;56;22;Topographie;Grundplan;;;;;
24.08.16;Entw.057;2.3.2.5;Lärmschutzwall;Linie;57;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
24.08.16;Entw.057;;Lärmschutzwall;Text;57;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
24.08.16;Entw.058;2.3.2.1.0;Tür;Punkt;58;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.059;2.3.2.1.1;Tor;Punkt;59;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.060;2.5.5.5;Schacht - rund / Einsteigeschacht - Abwasser;Punkt;60;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.061;2.5.5.5.1;Schacht / Einsteigeschacht - eckig;Punkt;61;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.061;2.5.5.5.1;Schacht / Einsteigeschacht - eckig, bei Begrenzung als Linie;Linie;61;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.062;2.5.9.3;Einsteigeschacht - Heizungsanlage;Punkt;62;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.063;2.5.5.5.2;Doppelschacht;Punkt;63;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.064;2.5.8.4;Einsteigeschacht - Fernmeldewesen - Postwesen;Punkt;64;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.065;2.5.5.7;Straßeneinlauf / Gully – eckig / Straßensinkkasten;Punkt;65;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.066;2.5.5.7;Straßeneinlauf / Gully – rund;Punkt;66;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.067;2.3.12.;Durchlass (mit Leitung / Rohr unterirdisch);Punkt;67;022;Topographie;Grundplan;;;;;
24.08.16;Entw.067;2.3.12.;Durchlass (mit Leitung / Rohr unterirdisch);Linie;67;022;Topographie;Grundplan;;;;;
24.08.16;Entw.068;2.4.5.0.7;Kellerlichtschacht;Punkt;68;022;Topographie;Grundplan;;;;;
24.08.16;Entw.068;2.2.6.;Kellerlichtschacht - bei Begrenzung als Linie;Linie;68;022;Topographie;Grundplan;;;;;
24.08.16;Entw.069;2.5.5.11;Klärgrube;Linie;69;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.069;2.5.5.11;Klärgrube;Text;69;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.070;2.5.4.4;Holzmast;Punkt;70;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.071;2.5.4.1;Stahlgittermast - einfach;Punkt;71;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.072;2.5.4.2;Stahlrohrmast;Punkt;72;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.073;2.5.4.3;Stahlbetonmast;Punkt;73;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.074;2.5.4.5;Doppelmast;Punkt;74;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.075;2.5.6.3;Mast mit Lampe / Elektrische Laterne;Punkt;75;064;Ver- und Entsorgung;Grundplan;;;;;
24.08.16;Entw.076;2.5.6.4;Gaslaterne;Punkt;76;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.077;2.7.4.14;Fahnenmast;Punkt;77;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.078;2.5.4.4.1;A-Mast;Punkt;78;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.079;2.5.4.7;Funkmast / Umsetzer;Punkt;79;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.080;2.2.9.;Mauer - topographisch bedeutend, - freistehend;Linie;80;022;Topographie;Grundplan;;;;;
29.08.16;Entw.081;2.2.10.;Stützmauer / Futtermauer;Linie;81;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.082;2.6.4.3;Grenzmauer;Linie;82;023;Top. Grenze oder Begrenzungseinrichtung;Grundplan;;;;;
29.08.16;Entw.083;2.2.9.2;Defekte Mauer - eingefallene;Linie;83;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.084;2.2.6.0.5;Fundament;Linie;84;022;Topographie;Grundplan;;;;;
29.08.16;Entw.085;2.3.10.5;Wehr;Linie;85;022;Topographie;Grundplan;;;;;
29.08.16;Entw.086;2.4.4.9;Laderampe;Linie;86;011;Gebäude;Grundplan;;;;;
29.08.16;Entw.087;2.2.6.0.7;Felsen;Linie;87;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.087;2.2.4.;Felsen;Text;87;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.088;2.4.4.1;Balkon / Carport Überdachung - freitragend - überbaut;Linie;88;011;Gebäude;Grundplan;;;;;
29.08.16;Entw.089;2.2.2.1;Oberkanten, - Mauern, sonstige Anlagen, - Bauwerke;Punkt;89;022;Topographie;Grundplan;;;;;
29.08.16;Entw.089;2.2.6.;Oberkanten, - Mauern, sonstige Anlagen, - Bauwerke;Linie;89;022;Topographie;Grundplan;;;;;
29.08.16;Entw.090;2.5.3.4;Merkstein - Elektrizitätsversorgung;Punkt;90;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.091;2.5.3.6;Merkzeichen - Gasleitung;Punkt;91;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.092;2.5.3.1;Schieberkappe - Wasser;Punkt;92;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.093;2.5.3.11;Merkstein - Fernmeldewesen - Postmerkzeichen;Punkt;93;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.094;2.5.5.3;Oberflurhydrant;Punkt;94;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.095;2.5.5.4;Unterflurhydrant;Punkt;95;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.096;2.5.3.2;Schieberkappe - Gas;Punkt;96;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.097;2.5.3.10;Merkstein - Fernheizleitung - Fernwärme;Punkt;97;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.098;2.5.6.1;Schaltkasten / Verteilerkasten;Punkt;98;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.099;2.5.3.3;Merkstein - Wasserversorgung;Punkt;99;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.100;2.7.1.3;Laubbaum - einzeln (ohne Artenbestimmung);Punkt;100;022;Topographie;Grundplan;;;;;
29.08.16;Entw.101;2.7.1.4;Nadelbaum - einzeln (ohne Artenbestimmung);Punkt;101;022;Topographie;Grundplan;;;;;
29.08.16;Entw.102;2.7.1.8;Obstbaum - einzeln;Punkt;102;022;Topographie;Grundplan;;;;;
29.08.16;Entw.103;2.7.1.6;Baumreihe - Laubbäume;Linie;103;022;Topographie;Grundplan;;;;;
29.08.16;Entw.104;2.2.7.6;Obstbaumanlage / Obstplantage;Punkt;104;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.105;2.2.7.23.1;Gehölz;Punkt;105;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.106;2.2.7.11;Laubwald;Punkt;106;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.107;2.2.7.12;Nadelwald;Punkt;107;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.108;2.2.7.13;Mischwald;Punkt;108;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.109;2.7.1.7;Baumreihe - Nadelbäume;Linie;109;022;Topographie;Grundplan;;;;;
29.08.16;Entw.110;2.2.7.1;Ackerland;Punkt;110;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.111;2.2.7.3;Grünland / Wiese;Punkt;111;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.112;2.2.7.14;Moor;Punkt;112;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.113;2.2.7.26;Schilf;Punkt;113;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.114;2.2.7.21;Parkanlage;Punkt;114;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.115;2.2.7.5;Gartenland / Gartenanlage;Punkt;115;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.116;2.2.7.32;Campingplatz;Punkt;116;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.117;2.3.8.2;Uferlinie - veränderliche;Linie;117;022;Topographie;Grundplan;;;;;
29.08.16;Entw.118;2.2.1.4;Unterkante Böschung - undeutlich;Linie;118;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.119;2.2.1.1;Oberkante Böschung - deutlich;Linie;119;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.120;2.4.5.3;Treppe;Linie;120;011;Gebäude;Grundplan;;;;;
29.08.16;Entw.120;;Treppe;Flaeche;120;011;Gebäude;Grundplan;;;;;
29.08.16;Entw.121;2.4.2.5;Oberkante Schwelle Eingang;Punkt;121;011;Gebäude;Grundplan;;;;;
29.08.16;Entw.122;2.3.2.1;Kilometerstein;Punkt;122;022;Topographie;Grundplan;;;;;
29.08.16;Entw.123;2.3.8.9;Quelle;Punkt;123;022;Topographie;Grundplan;;;;;
29.08.16;Entw.124;2.5.5.1;Brunnen;Punkt;124;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.125;2.5.5.8;Pumpe;Punkt;125;021;Tatsächliche Nutzung;Grundplan;;;;;
29.08.16;Entw.126;2.3.5.1;Schranke;Punkt;126;022;Topographie;Grundplan;;;;;
29.08.16;Entw.127;2.7.2.1;Denkmal;Punkt;127;022;Topographie;Grundplan;;;;;
29.08.16;Entw.128;2.7.3.4;Schornstein;Punkt;128;022;Topographie;Grundplan;;;;;
29.08.16;Entw.128;2.2.6.0.9;Schornstein;Linie;128;022;Topographie;Grundplan;;;;;
29.08.16;Entw.128;2.4.4.;Schornstein;Text;128;022;Topographie;Grundplan;;;;;
29.08.16;Entw.129;2.5.6.2;Windrad;Punkt;129;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.130;2.2.10.1;Brückenwiderlager;Linie;130;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.131;2.3.1.16.1;Brückenmitte / Brückenachse;Linie;131;022;Topographie;Grundplan;;;;;
29.08.16;Entw.132;2.2.8.3;Brückengeländer / Straßengeländer;Linie;132;022;Topographie;Grundplan;;;;;
29.08.16;Entw.133;2.2.10.2;Flügelmauer;Linie;133;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
29.08.16;Entw.134;2.2.9.1;Brückenkopf;Linie;134;022;Topographie;Grundplan;;;;;
29.08.16;Entw.135;2.2.6.0.6;Gesimskante;Linie;135;022;Topographie;Grundplan;;;;;
29.08.16;Entw.136;2.2.2.1.5;Pfeiler - Achse;Punkt;136;022;Topographie;Grundplan;;;;;
29.08.16;Entw.136;2.2.6.1.2;Pfeiler - Achse;Linie;136;022;Topographie;Grundplan;;;;;
29.08.16;Entw.137;2.2.2.1.6;Pfeiler - Ecke;Punkt;137;022;Topographie;Grundplan;;;;;
29.08.16;Entw.137;2.2.6.1.3;Pfeiler - Ecke;Linie;137;022;Topographie;Grundplan;;;;;
29.08.16;Entw.138;2.3.11.5;Höhe Unterkante / Lichte Höhe / Scheitelpunkt;Punkt;138;022;Topographie;Grundplan;;;;;
29.08.16;Entw.139;2.3.10.7;Höhe - Wasserspiegel;Punkt;139;022;Topographie;Grundplan;;;;;
29.08.16;Entw.140;2.5.2.1;Wasserleitung - oberirdisch, Darstellungsfarbe: blau;Linie;140;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.141;2.5.2.11;Abwasserleitung - oberirdisch, Darstellungsfarbe: lila;Linie;141;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.142;2.5.2.3;Leitung der Elektrizitätsversorgung - oberirdisch, Darstellungsfarbe: rot;Linie;142;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.143;2.5.2.10;Leitung des Fernmeldewesens - oberirdisch, Darstellungsfarbe: grün;Linie;143;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.144;2.5.2.5;Erdgasleitung / Heizgasleitung - oberirdisch, Darstellungsfarbe: gelb;Linie;144;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.145;2.5.2.9;Fernheizleitung / Fernwärmeleitung - oberirdisch, Darstellungsfarbe: orange;Linie;145;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.146;2.5.2.6;Rohölleitung - oberirdisch, Darstellungsfarbe: braun;Linie;146;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.147;2.5.2.14;Signalleitung - oberirdisch, Darstellungsfarbe: rosa;Linie;147;064;Ver- und Entsorgung;Grundplan;;;;;
29.08.16;Entw.148;2.3.12.2;Rohrauslauf;Punkt;148;022;Topographie;Grundplan;;;;;
29.08.16;Entw.149;2.3.12.3;Fallrohr (- Dachrinne);Punkt;149;022;Topographie;Grundplan;;;;;
29.08.16;Entw.150;2.6.1.1;Staatsgrenze / Landesgrenze;Linie;150;003;Politische Grenzen;Grundplan;;;;;
29.08.16;Entw.150;;Staatsgrenze / Landesname;Text;150;003;Politische Grenzen;Grundplan;;;;;
29.08.16;Entw.151;2.6.1.11;Bauamtsgrenze;Linie;151;038;Sonstige öffentlich-rechtliche Festlegungen;Grundplan;;;;;
29.08.16;Entw.151;;Bauamtsgrenze -Name;Text;151;038;Sonstige öffentlich-rechtliche Festlegungen;Grundplan;;;;;
29.08.16;Entw.152;2.6.1.4(1.5);Kreisgrenze/ Gemeindegrenze / Ortsgrenze;Linie;152;003;Politische Grenzen;Grundplan;;;;;
29.08.16;Entw.152;;Kreisgrenze/ Gemeindegrenze / Ortsgrenzenname;Text;152;003;Politische Grenzen;Grundplan;;;;;
29.08.16;Entw.153;2.6.1.4(1.5);Gemarkungsgrenze;Linie;153;002;Gemarkung / Flur (Grenzen);Grundplan;;;;;
29.08.16;Entw.153;;Gemarkungsgrenzenname;Text;153;002;Gemarkung / Flur (Grenzen);Grundplan;;;;;
29.08.16;Entw.154;2.6.1.7;Flurgrenze;Linie;154;002;Gemarkung / Flur (Grenzen);Grundplan;;;;;
29.08.16;Entw.154;;Flurname;Text;154;002;Gemarkung / Flur (Grenzen);Grundplan;;;;;
29.08.16;Entw.155;2.6.1.8;Flurstücksgrenze (bei Benutzung ohne ALK/ ALKIS);Linie;155;001;Flurstücke (Grenzen, Flurstücksnummer);Grundplan;;;;;
29.08.16;Entw.156;2.7.5.4;Naturschutzgebietsgrenze;Linie;156;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.156;;Naturschutzgebietsname;Text;156;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.157;2.7.5.5;Landschaftsschutzgebietsgrenze;Linie;157;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.157;;Landschaftsschutzgebietsname;Text;157;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.158;2.7.5.6;Wasserschutzgebietsgrenze;Linie;158;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.158;;Wasserschutzgebietsname;Text;158;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.159;2.7.5.18;Andere öffentlich rechtliche Grenzename;Linie;159;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.159;;Grenzname;Text;159;063;Andere gesetzliche Grenzen (Zoll, Pegelgrenzen);Grundplan;;;;;
29.08.16;Entw.160;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 1.0 m;Punkt;160;022;Topographie;Grundplan;;;;;
29.08.16;Entw.161;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.1 m;Punkt;161;022;Topographie;Grundplan;;;;;
29.08.16;Entw.162;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.2 m;Punkt;162;022;Topographie;Grundplan;;;;;
29.08.16;Entw.163;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.3 m;Punkt;163;022;Topographie;Grundplan;;;;;
29.08.16;Entw.164;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.4 m;Punkt;164;022;Topographie;Grundplan;;;;;
29.08.16;Entw.165;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.5 m;Punkt;165;022;Topographie;Grundplan;;;;;
29.08.16;Entw.166;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.6 m;Punkt;166;022;Topographie;Grundplan;;;;;
29.08.16;Entw.167;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.7 m;Punkt;167;022;Topographie;Grundplan;;;;;
29.08.16;Entw.168;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.8 m;Punkt;168;022;Topographie;Grundplan;;;;;
29.08.16;Entw.169;;Durchmesserangaben allgemein: Durchlass, Baumdurchm. usw. Ø 0.9 m;Punkt;169;022;Topographie;Grundplan;;;;;
29.08.16;Entw.170;;Ahorn - Laubbaum;Punkt;170;022;Topographie;Grundplan;;;;;
29.08.16;Entw.171;;Birke - Laubbaum;Punkt;171;022;Topographie;Grundplan;;;;;
29.08.16;Entw.172;;Buche - Laubbaum;Punkt;172;022;Topographie;Grundplan;;;;;
29.08.16;Entw.173;;Eiche - Laubbaum;Punkt;173;022;Topographie;Grundplan;;;;;
29.08.16;Entw.174;;Esche - Laubbaum;Punkt;174;022;Topographie;Grundplan;;;;;
29.08.16;Entw.175;;Kastanie - Laubbaum;Punkt;175;022;Topographie;Grundplan;;;;;
29.08.16;Entw.176;;Linde - Laubbaum;Punkt;176;022;Topographie;Grundplan;;;;;
29.08.16;Entw.177;;Pappel - Laubbaum;Punkt;177;022;Topographie;Grundplan;;;;;
29.08.16;Entw.178;;Weide - Laubbaum;Punkt;178;022;Topographie;Grundplan;;;;;
29.08.16;Entw.179;2.7.1.5;Sonstiger Baum von planerischer Bedeutung;Punkt;179;022;Topographie;Grundplan;;;;;
29.08.16;Entw.180;;Eibe - Nadelbaum;Punkt;180;022;Topographie;Grundplan;;;;;
29.08.16;Entw.181;;Fichte - Nadelbaum;Punkt;181;022;Topographie;Grundplan;;;;;
