Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Schichtname;Schichtbezeichnung;Art;;;;;
03.02.16;Best.3047;;Blitzer;Text;3047;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2948;2.3.5.4;Blinklicht;Punkt;2948;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3048;;Blinklicht;Text;3048;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.2949;2.3.3.1;Werbefläche;Punkt;2949;29Einrichtung;Einrichtungen Straße;Bestandsplan;;;;;
03.02.16;Best.3049;;Werbefläche;Text;3049;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.3099;;sonstiger Text für Einrichtungen;Text;3099;30T_Einrichtung;Textschicht für Schicht 29Einrichtung;Bestandsplan;;;;;
03.02.16;Best.3101;;Rasthof;Punkt;3101;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3101;;Rasthof;Linie;3101;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3201;;Rasthof;Text;3201;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3102; ;Motel;Punkt;3102;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3102;;Motel;Linie;3102;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3202;;Motel;Text;3202;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3103; ;Tankstelle;Punkt;3103;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3103;;Tankstelle;Linie;3103;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3203;;Tankstelle;Text;3203;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3104; ;Raststätte;Punkt;3104;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3104;;Raststätte;Linie;3104;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3204;;Raststätte;Text;3204;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3105; ;Kleinraststätte;Punkt;3105;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3105;;Kleinraststätte;Linie;3105;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3205;;Kleinraststätte;Text;3205;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3106; ;WC;Punkt;3106;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3106;;WC;Linie;3106;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3206;;WC;Text;3206;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3209;;Benennung der Gesamtanlage;Text;3209;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3110; ;Gebäude übriger Anlagen wie z. B. Grenzzollanlage, Autobahnmeisterei;Punkt;3110;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3110;;Gebäude übriger Anlagen wie z. B. Grenzzollanlage, Autobahnmeisterei;Linie;3110;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3210;;Gebäude übriger Anlagen wie z. B. Grenzzollanlage, Autobahnmeisterei;Text;3210;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3111;;Randstreifen (Durchfahrt, Fahrgassen, Tankstellenumfahrt,...) und Borde;Punkt;3111;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3111;;Randstreifen (Durchfahrt, Fahrgassen, Tankstellenumfahrt,...) und Borde;Linie;3111;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3112;;Trenninsel zw. Parkständen;Punkt;3112;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3112;;Trenninsel zw. Parkständen;Linie;3112;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3113;;Bankett;Punkt;3113;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3113;;Bankett;Linie;3113;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3114;;PKW - Parkstände;Punkt;3114;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3114;;PKW - Parkstände;Linie;3114;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3214;;PKW - Parkstände;Text;3214;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3115;;LKW/Bus - Parkstände;Punkt;3115;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3115;;LKW/Bus - Parkstände;Linie;3115;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3215;;LKW/Bus - Parkstände;Text;3215;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3116;;Gehweg;Punkt;3116;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3116;;Gehweg;Linie;3116;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3117;2.3.1.;Zufahrt (Straße, Wirtschaftsweg);Punkt;3117;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3117;;Zufahrt (Straße, Wirtschaftsweg);Linie;3117;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3217;;Zufahrt (Straße, Wirtschaftsweg);Text;3217;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3118;2.2.1.;Böschungsoberkante;Punkt;3118;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3118;;Böschungsoberkante;Linie;3118;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3119;2.2.1.;Böschungunterkante;Punkt;3119;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3119;;Böschungunterkante;Linie;3119;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3121;;Treppe (für Parkplatz);Punkt;3121;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3121;;Treppe (für Parkplatz);Linie;3121;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3122;;Wechsel der Deckenschicht:;Punkt;3122;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3122;;Wechsel der Deckenschicht:;Linie;3122;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3222;;Wechsel der Deckenschicht:;Text;3222;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3128;;Fahrbahn - Außenkante;Punkt;3128;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3128;;Fahrbahn - Außenkante;Linie;3128;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3129;;Randstreifen im Parkbereich;Punkt;3129;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3129;;Randstreifen im Parkbereich;Linie;3129;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3230;;Text allgemein zu Nebenanlagen;Text;3230;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3131;;Gebäude der Autobahnmeisterei;Punkt;3131;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3131;;Gebäude der Autobahnmeisterei;Linie;3131;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3231;;Gebäude der Autobahnmeisterei;Text;3231;32T_Nebenanlage;Textschicht für Schicht 31Nebenanlage;Bestandsplan;;;;;
03.02.16;Best.3140;2.7.1.;Laubbaum (einzeln);Punkt;3140;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3141;2.7.1.;Nadelbaum (einzeln);Punkt;3141;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3142;2.7.1.;Obstbaum (einzeln);Punkt;3142;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3143;2.2.7.;Grünland (Fläche);Punkt;3143;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3144;;Gebüsch (einzeln);Punkt;3144;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3145;;Gebüsch (Fläche);Punkt;3145;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3150;2.5.8.;Fernsprechhäuschen;Punkt;3150;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3151;2.3.5.;Schranke;Punkt;3151;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3152;;Fahnenmast;Punkt;3152;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3159;;Mauer;Punkt;3159;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3159;;Mauer;Linie;3159;31Nebenanlage;Betriebsstätten, Betriebseinrichtungen, Rastanlagen;Bestandsplan;;;;;
03.02.16;Best.3501;1.5.1.;Kartenrand;Punkt;3501;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3501;;Kartenrand;Linie;3501;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3502;1.5.1.;Koordinatenleiste;Punkt;3502;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3502;;Koordinatenleiste;Linie;3502;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3602;;Koordinatenleiste;Text;3602;36T_Gestaltung;Textschicht für Schicht 35Gestaltung;Bestandsplan;;;;;
03.02.16;Best.3504;1.4.1.;Gitterkreuz;Punkt;3504;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3505;;Schnittkante Kopie;Punkt;3505;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3505;;Schnittkante Kopie;Linie;3505;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3510;;Schriftfeld;Punkt;3510;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3510;;Schriftfeld;Linie;3510;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3610;;Schriftfeld;Text;3610;36T_Gestaltung;Textschicht für Schicht 35Gestaltung;Bestandsplan;;;;;
03.02.16;Best.3520;1.4.2.;Nordpfeil;Punkt;3520;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3599;;Hilfspunkt, Hilfslinie;Punkt;3599;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.3599;;Hilfspunkt, Hilfslinie;Linie;3599;35Gestaltung;Gestaltung der Bestandspläne;Bestandsplan;;;;;
03.02.16;Best.4101;2.1.1.;Trigonometrischer Punkt;Punkt;4101;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4201;;Trigonometrischer Punkt;Text;4201;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4102;2.1.2.;Aufnahmepunkt;Punkt;4102;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4202;;Aufnahmepunkt;Text;4202;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4110;2.1.6.;Höhenfestpunkt;Punkt;4110;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4210;;Höhenfestpunkt;Text;4210;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4183;2.1.2.;Polygonpunkt LASuV;Punkt;4183;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4283;;Polygonpunkt LASuV;Text;4283;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4190;;Höhenfestpunkt LASuV;Punkt;4190;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4290;;Höhenfestpunkt LASuV;Text;4290;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4192;2.1.7 ;Pegel;Punkt;4192;41Festpunkt;Festpunkte;Bestandsplan;;;;;
03.02.16;Best.4292;;Pegel;Text;4292;42T_Festpunkt;Textschicht für Schicht 41Festpunkt;Bestandsplan;;;;;
03.02.16;Best.4301;2.6.3.;Grenzpunkt, abgemarkt;Punkt;4301;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4301;2.6.1.;Flurstücksgrenze;Linie;4301;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4401;3.1.7.;Flurstücksnummer;Text;4401;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4302;;Grenzpunkt, abgemarkt;Punkt;4302;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4302;2.6.1.;Gemarkungsgrenze;Linie;4302;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4402;;Landkreis, Gemeinde, Gemarkung;Text;4402;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4303;;Grenzpunkt, abgemarkt;Punkt;4303;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4303;2.6.1.;Flurgrenze;Linie;4303;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4403;;Flurbezeichnung;Text;4403;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4304;;Grenzpunkt, Abmarkung unbestimmt;Punkt;4304;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4305;;Grenzpunkt, abgemarkt;Punkt;4305;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4305;2.6.1.;Gemeindegrenze;Linie;4305;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4306;;Grenzpunkt, abgemarkt;Punkt;4306;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4306;2.6.1.;Stadt- und Landkreisgrenze;Linie;4306;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4307;;Grenzpunkt, abgemarkt;Punkt;4307;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4307;2.6.1.;Regierungsbezirksgrenze;Linie;4307;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4407;;Regierungsbezirksgrenze;Text;4407;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4308;;Grenzpunkt, abgemarkt;Punkt;4308;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4308;2.6.1. ;Staats- und Bundeslandgrenze;Linie;4308;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4408;;Staats- und Bundeslandgrenze;Text;4408;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4309;;Grenzpunkt, nicht abgemarkt;Punkt;4309;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4310;;Grenzpunkt, nicht abgemarkt;Punkt;4310;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4311;;Grenzpunkt, nicht abgemarkt;Punkt;4311;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4312;;Grenzpunkt, nicht abgemarkt;Punkt;4312;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4313;;Grenzpunkt, nicht abgemarkt;Punkt;4313;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4314;;Grenzpunkt, nicht abgemarkt;Punkt;4314;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4315;;Gebäude;Punkt;4315;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4315;;Gebäude;Linie;4315;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4415;;Gebäude;Text;4415;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4319;2.6.3.;Grenzzeichen Staats-, Landesgrenzen;Punkt;4319;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4419;;Grenzzeichen Staats-, Landesgrenzen;Text;4419;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4320;2.6.4.;Hecke;Punkt;4320;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4320;;;Linie;4320;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4321;2.6.4.;Zaun (Grenzzaun);Punkt;4321;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4321;;;Linie;4321;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4322;39846;Mauer;Punkt;4322;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4322;;;Linie;4322;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4330;2.6.2.;Zuordnungspfeil / Bezugsstrich;Punkt;4330;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4330;;;Linie;4330;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4380;2.6.3. ;Grenzpunkt BAB, abgemarkt;Punkt;4380;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4380;;Flurstücksgrenze BAB;Linie;4380;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4480;3.1.7.;Flurstücksnummer;Text;4480;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4382;;Grenzpunkt BAB, nicht abgemarkt;Punkt;4382;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4390;2.6.3.;Grenzpunkt, abgemarkt;Punkt;4390;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4390;;Flurstücksgrenze für LBP-Maßnahmen;Linie;4390;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4490;;Flurstücksnummer, Nutzung;Text;4490;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4392;;Grenzpunkt, nicht abgemarkt;Punkt;4392;43Flurstueck;Flurstücks- und Verwaltungsgrenzen;Bestandsplan;;;;;
03.02.16;Best.4493;;Text, allgemein;Text;4493;44T_Flurstueck;Textschicht für Schicht 43Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4530;2.6.2.;Zuordnungspfeil;Punkt;4530;45Flurstueck;Flurstücke der Bundesautobahn;Bestandsplan;;;;;
03.02.16;Best.4580;2.6.3.;Grenzpunkt, abgemarkt;Punkt;4580;45Flurstueck;Flurstücke der Bundesautobahn;Bestandsplan;;;;;
03.02.16;Best.4580;2.6.1.;Flurstücksgrenze BAB;Linie;4580;45Flurstueck;Flurstücke der Bundesautobahn;Bestandsplan;;;;;
03.02.16;Best.4680;;Flurstücksnummer;Text;4680;46T_Flurstueck;Textschicht für Schicht 45Flurstueck;Bestandsplan;;;;;
03.02.16;Best.4582;;Grenzpunkt BAB, nicht abgemarkt;Punkt;4582;45Flurstueck;Flurstücke der Bundesautobahn;Bestandsplan;;;;;
03.02.16;99999.9999;;Sonstiges;Punkt;1;;;Bestandsplan;;;;;
03.02.16;99999.9999;;Sonstiges;Linie;1;;;Bestandsplan;;;;;
03.02.16;99999.9999;;Sonstiges;Text;1;;;Bestandsplan;;;;;
03.02.16;99999.9999;;Sonstiges;Flaeche;1;;;Bestandsplan;;;;;
24.08.16;Entw.001;2.1.1.;TP;Punkt;1;050;Lage- Festpunkte, (TP) / Punktart 0;Grundplan;;;;;
24.08.16;Entw.001;;TP Netz;Linie;1;050;Lage- Festpunkte, (TP) / Punktart 0;Grundplan;;;;;
24.08.16;Entw.001;;TP Nummer;Text;1;050;Lage- Festpunkte, (TP) / Punktart 0;Grundplan;;;;;
24.08.16;Entw.002;2.1.2.;AP ;Punkt;2;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.002;;AP Netz;Linie;2;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.002;;AP Nummer;Text;2;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.003;2.1.2.;Polygonpunkt;Punkt;3;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.003;;Polygonpunkt Netz;Linie;3;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.003;;Polygonpunkt Nummer;Text;3;051;Lage- Festpunkte, (AP, PP) / Punktart 1;Grundplan;;;;;
24.08.16;Entw.004;2.6.3.3;Grenzmarke gemessen;Punkt;4;052;Grenzpunkte, bestimmt / Punktart 2;Grundplan;;;;;
24.08.16;Entw.005;2.1.6.1;Pfeilerbolzen-Höhenfestpunkt;Punkt;5;059;Höhen- Festpunkte , NivP;Grundplan;;;;;
24.08.16;Entw.005;;Pfeilerbolzennummer;Text;5;059;Höhen- Festpunkte , NivP;Grundplan;;;;;
24.08.16;Entw.006;2.1.6.2;Mauerbolzen;Punkt;6;059;Höhen- Festpunkte , NivP;Grundplan;;;;;
24.08.16;Entw.006;2.1.6.2;Mauerbolzen;Text;6;059;Höhen- Festpunkte , NivP;Grundplan;;;;;
24.08.16;Entw.007;2.2.2.1;Geländepunkt/Tangentenpunkt;Punkt;7;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
24.08.16;Entw.007;2.2.2.1;Geländepunkt/Tangentenpunkt;Text;7;028;Geländeform (Böschung, Höhenangabe);Grundplan;;;;;
24.08.16;Entw.008;2.2.2.1;Bogenanfang;Punkt;8;054;Topogr. Bestimmter Punkt;Grundplan;;;;;
24.08.16;Entw.009;2.2.2.1;Bogenende;Punkt;9;054;Topogr. Bestimmter Punkt;Grundplan;;;;;
24.08.16;Entw.010;2.3.1.1;Fahrbahnrand;Linie;10;022;Topographie;Grundplan;;;;;
24.08.16;Entw.010;;Fahrbahnrand;Text;10;033;Klassifizierte Straßen (Straßenflächen);Grundplan;;;;;
24.08.16;Entw.011;2.3.1.16;Fahrbahnachse;Linie;11;022;Topographie;Grundplan;;;;;
24.08.16;Entw.012;2.3.1.6;Fahrbahnmarkierung;Linie;12;022;Topographie;Grundplan;;;;;
24.08.16;Entw.012;;Fahrbahnmarkierung Richtungsangabe;Text;12;022;Topographie;Grundplan;;;;;
24.08.16;Entw.013;2.3.4.1;Gleisachse;Linie;13;022;Topographie;Grundplan;;;;;
24.08.16;Entw.014;2.3.4.2;Gleis/Schienen - einzeln;Linie;14;022;Topographie;Grundplan;;;;;
24.08.16;Entw.015;2.3.2.3;Abweisende Schutzeinrichtung (Leitplanke) - einseitig;Linie;15;022;Topographie;Grundplan;;;;;
24.08.16;Entw.016;2.3.2.4;Abweisende Schutzeinrichtung (Leitplanke) - zweiseitig;Linie;16;022;Topographie;Grundplan;;;;;
24.08.16;Entw.017;2.2.2.1;Profilpunkt;Punkt;17;054;Topogr. Bestimmter Punkt;Grundplan;;;;;
