Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode
01.03.06;#000.8083;;Richtzeichen (StVO 301-399), für Beschilderungspläne: 8000+StVO Nr. ;Punkt;83
01.03.06;#000.8084;;Schilderbrücke Fundamenteckpunkt (unten);Punkt;84
01.03.06;#000.8084;;Schilderbrücke Fundament-Umrisslinie;Linie;84
01.03.06;#008.8041;;Schilderbrücke - Punkt einer Umrisslinie;Punkt;841
01.03.06;#008.8041;;Schilderbrücke - Umriss Schilderbrücke;Linie;841
01.03.06;#008.8044;;Mautbrücke;Punkt;844
01.03.06;#008.8044;;Mautbrücke;Linie;844
01.03.06;#008.8045;;Fundamentmitte (= Symbolaufpunkt);Punkt;845
01.03.06;#008.8045;;Schilderbrücke als 2-Punkt-Linie (Verbindung Punkte 845-845);Linie;845
01.03.06;#008.8048;;Schilderfundamenteckpunkt (oben);Punkt;848
01.03.06;#008.8048;;Schilderfundament oben;Linie;848
01.03.06;#008.8049;;Punkt einer Schilderbrücke oben;Punkt;849
01.03.06;#008.8049;;Schilderbrücke oben;Linie;849
01.03.06;#000.8085;;Bahnschranke;Punkt;85
01.03.06;#000.8085;;Bahnschranke;Linie;85
01.03.06;#008.8051;;Andreaskreuz ;Punkt;851
01.03.06;#008.8052;;Blinkleuchte ;Punkt;852
01.03.06;#008.8053;;Eisenbahnsignal ;Punkt;853
01.03.06;#008.8059;;Bahnschranke oben;Punkt;859
01.03.06;#008.8059;;Bahnschranke oben;Linie;859
01.03.06;#000.8086;;Verkehrssteuerungseinrichtung;Punkt;86
01.03.06;#000.8086;;Verkehrssteuerungseinrichtung, Umrisslinie;Linie;86
01.03.06;#008.8061;;Sichtweitenmessgerät Nebelwarnanlage Hauptgerät;Punkt;861
01.03.06;#008.8061;;Sichtweitenmessgerät Nebelwarnanlage Hauptgerät;Linie;861
01.03.06;#008.8062;;Sichtweitenmessgerät Nebelwarnanlage Nebengerät;Punkt;862
01.03.06;#008.8062;;Sichtweitenmessgerät Nebelwarnanlage Nebengerät;Linie;862
01.03.06;#008.8063;;Wetterstation;Punkt;863
01.03.06;#008.8063;;Wetterstation;Linie;863
01.03.06;#008.8064;;Radaranlage (Geschwindigkeitsmessgerät);Punkt;864
01.03.06;#008.8064;;Radaranlage (Geschwindigkeitsmessgerät);Linie;864
01.03.06;#008.8065;;Wechselverkehrszeichen;Punkt;865
01.03.06;#008.8065;;Wechselverkehrszeichen;Linie;865
01.03.06;#008.8066;;Überwachungskamera;Punkt;866
01.03.06;#008.8066;;Überwachungskamera;Linie;866
01.03.06;#000.8088;;Verkehrsampel;Punkt;88
01.03.06;#000.8088;;Lichtzeichenbrücke;Linie;88
01.03.06;#008.8081;;Lichtzeichenbrücke Fundamentpunkt unten;Punkt;881
01.03.06;#008.8081;;Lichtzeichenbrücke Umriss Fundament unten;Linie;881
01.03.06;#008.8083;;Verkehrsampel oben;Punkt;883
01.03.06;#008.8085;;Fundamentmitte (Symbolaufpunkt);Punkt;885
01.03.06;#008.8085;;Lichtzeichenbrücke 2-Punkt-Linie (Verbindung Punkte 885-885);Linie;885
01.03.06;#008.8088;;Lichtzeichenbrücke Fundamentpunkt oben;Punkt;888
01.03.06;#008.8088;;Lichtzeichenbrücke Umriss Fundament oben;Linie;888
01.03.06;#008.8089;;Punkt einer Lichtzeichenbrücke oben;Punkt;889
01.03.06;#008.8089;;Lichtzeichenbrücke oben;Linie;889
01.03.06;#000.8089;;Schilder (allgem.);Punkt;89
01.03.06;#000.8089;;Schild als Linie / Umrisslinie;Linie;89
01.03.06;#008.8091;;Ortsschild (Zeichen 310/311);Punkt;891
01.03.06;#008.8092;;Werbetafel, Infotafel;Punkt;892
01.03.06;#008.8092;;Werbetafel, Infotafel als Linie / Umrisslinie;Linie;892
01.03.06;#008.8095;;Verkehrsspiegel;Punkt;895
01.03.06;#008.8099;;Schild oben;Punkt;899
01.03.06;#008.8099;;Schild oben;Linie;899
01.03.06;#009.8000;;BAUM - Konstruktion (var. ae) über Lageplan bearbeiten in CARD/1;Punkt;900
01.03.06;#009.8001;;Laubbaum allg.;Punkt;901
01.03.06;#009.8001;;Baumreihe Laubbäume;Linie;901
01.03.06;#009.8002;;Nadelbaum allg.;Punkt;902
01.03.06;#009.8002;;Baumreihe Nadelbäume;Linie;902
01.03.06;#009.8003;;Ziergehölz;Punkt;903
01.03.06;#009.8004;;Obstbaum;Punkt;904
01.03.06;#009.8009;;Baum mittig oben;Punkt;909
01.03.06;#000.8091;;Waldrand / Grenzlinie einer Gehölzfläche;Punkt;91
01.03.06;#000.8091;;Waldrand / Grenzlinie einer Gehölzfläche;Linie;91
01.03.06;#009.8011;;Waldrand Laubwald;Punkt;911
01.03.06;#009.8011;;Laubgehölz;Linie;911
01.03.06;#009.8012;;Waldrand Nadelwald;Punkt;912
01.03.06;#009.8012;;Nadelgehölz;Linie;912
01.03.06;#009.8013;;Waldrand Mischwald;Punkt;913
01.03.06;#009.8013;;Mischgehölz;Linie;913
01.03.06;#009.8014;;Grenze Straßenbegleitgrün (Gehölz);Punkt;914
01.03.06;#009.8014;;Straßenbegleitgrün (Gehölz);Linie;914
01.03.06;#009.8015;;Grenze geschlossene Gehölzfläche;Punkt;915
01.03.06;#009.8015;;Geschlossene Gehölzfläche;Linie;915
01.03.06;#009.8016;;Grenze Streuobstwiese;Punkt;916
01.03.06;#009.8016;;Streuobstwiese;Linie;916
01.03.06;#009.8017;;Grenze Baumschule;Punkt;917
01.03.06;#009.8017;;Baumschule;Linie;917
01.03.06;#009.8018;;Grenze sonstiges Gehölz;Punkt;918
01.03.06;#009.8018;;sonstige Gehölze;Linie;918
01.03.06;#009.8019;;Waldrand oben;Punkt;919
01.03.06;#009.8019;;Waldrand oben;Linie;919
01.03.06;#000.8092;;Punkt einer Grenze Waldschutz (bis 2005 Hecke);Punkt;92
01.03.06;#000.8092;;Grenze eines geschützten Waldgebiets nach LandeswaldG;Linie;92
01.03.06;#009.8021;;Schutzwald (Boden-, Biotopschutzwald, gegen schädliche Umwelteinwirkungen);Linie;921
01.03.06;#009.8023;;Waldschutzgebiet - Bannwald;Linie;923
01.03.06;#009.8024;;Waldschutzgebiet - Schonwald;Linie;924
01.03.06;#009.8025;;Erholungswald;Linie;925
01.03.06;#009.8029;;sonstige Waldschutzgebiete;Linie;929
01.03.06;#000.8093;;Gebüsch / Hecke;Punkt;93
01.03.06;#000.8093;;Gebüsch / Hecke ;Linie;93
01.03.06;#009.8031;;Einzelbusch (Mitte);Punkt;931
01.03.06;#009.8032;;Einzelstrauch;Punkt;932
01.03.06;#009.8034;;Randpunkt einer Hecke ;Punkt;934
01.03.06;#009.8034;;Umrisslinie Hecke;Linie;934
01.03.06;#009.8035;;Hecke Außenkante rechts;Linie;935
01.03.06;#009.8037;;Hecke oben;Punkt;937
01.03.06;#009.8037;;Hecke oben mittig;Linie;937
01.03.06;#009.8038;;Randpunkt eines Gebüschs;Punkt;938
01.03.06;#009.8038;;Umrisslinie Gebüsch;Linie;938
01.03.06;#009.8039;;Randpunkt eines Gebüschs oben;Punkt;939
01.03.06;#009.8039;;Umrisslinie Gebüsch oben;Linie;939
01.03.06;#000.8094;;Uferlinie eines Gewässers;Punkt;94
01.03.06;#000.8094;;Uferlinie eines Gewässers;Linie;94
01.03.06;#009.8041;;aktueller Wasserspiegel;Punkt;941
01.03.06;#009.8042;;mittlerer Wasserspiegel;Punkt;942
01.03.06;#009.8043;;Gewässer verdolt /unterirdisch;Punkt;943
01.03.06;#009.8043;;Gewässerlinie verdolt / unterirdisch;Linie;943
01.03.06;#009.8045;;Überschwemmungsfläche aktuell;Punkt;945
01.03.06;#009.8045;;Grenze der aktuellen Überschwemmung;Linie;945
01.03.06;#009.8046;;sonstige Gewässerfläche;Punkt;946
01.03.06;#009.8046;;sonstige Gewässerfläche;Linie;946
01.03.06;#009.8047;;Positionspunkt eines Fließrichtungspfeils;Punkt;947
01.03.06;#009.8048;;Grenzpunkt Einzugsgebiet;Punkt;948
01.03.06;#009.8048;;Grenze Einzugsgebiet;Linie;948
01.03.06;#009.8049;;Bachsohle / Gewässersohle;Punkt;949
01.03.06;#009.8049;;Bachsohle / Gewässersohle;Linie;949
01.03.06;#000.8095;;Grenzpunkt von ökologischen Sonderflächen;Punkt;95
01.03.06;#000.8095;;Grenzlinie einer ökologischen Sonderfläche ;Linie;95
01.03.06;#009.8050;;Grenze einer Altlastfläche;Linie;950
01.03.06;#009.8051;;Grenze Straßenbegleitgrün (Rasen);Linie;951
01.03.06;#009.8052;;Grenze Sukzessionsfläche;Linie;952
01.03.06;#009.8053;;Grenze sonstige Grünfläche;Linie;953
01.03.06;#009.8054;;Grenze Lärmschutzgebiet;Linie;954
01.03.06;#009.8055;;Grenzpunkt Ausgleichsfläche;Punkt;955
01.03.06;#009.8055;;Grenze Ausgleichsfläche;Linie;955
01.03.06;#009.8056;;Grenzpunkt Ersatzmaßnahme;Punkt;956
01.03.06;#009.8056;;Grenze Ersatzmaßnahme;Linie;956
01.03.06;#009.8057;;Grenze Aufschüttungen;Linie;957
01.03.06;#009.8058;;Grenze Abgrabungen;Linie;958
01.03.06;#000.8096;;Punkt einer Grenze nach Wassergesetz;Punkt;96
01.03.06;#000.8096;;Grenze von Schutzgebiet nach Wassergesetz;Linie;96
01.03.06;#009.8061;;WSZ I;Punkt;961
01.03.06;#009.8061;;Grenze WSZ I;Linie;961
01.03.06;#009.8062;;WSZ II (auch WSZ IIa Und IIb);Punkt;962
01.03.06;#009.8062;;Grenze WSZ II (auch WSZ IIa und IIb);Linie;962
01.03.06;#009.8063;;WSZ III / IIIa;Punkt;963
01.03.06;#009.8063;;Grenze WSZ III / IIIa;Linie;963
01.03.06;#009.8064;;WSZ IIIb;Punkt;964
01.03.06;#009.8064;;Grenze WSZ IIIb;Linie;964
01.03.06;#009.8065;;Hochwasserschutzfläche;Punkt;965
01.03.06;#009.8065;;Grenze Hochwasserschutzfläche;Linie;965
01.03.06;#009.8066;;Überschwemmungsgebiet;Punkt;966
01.03.06;#009.8066;;Grenze Überschwemmungsgebiet;Linie;966
01.03.06;#009.8068;;Quellenschutzgebiet;Punkt;968
01.03.06;#009.8068;;Grenze Quellenschutzgebiet;Linie;968
01.03.06;#000.8097;;Punkt einer Grenze nach Naturschutzgesetz;Punkt;97
01.03.06;#000.8097;;Grenze eines Schutzgebiets nach Naturschutzgesetz;Linie;97
01.03.06;#009.8070;;Sonderflächen gemäß Einschrieb;Punkt;970
01.03.06;#009.8070;;Sonderflächen gemäß Einschrieb;Linie;970
01.03.06;#009.8071;;Landschaftsschutzgebiet (LSG);Punkt;971
01.03.06;#009.8071;;Grenze Landschaftsschutzgebiet (LSG);Linie;971
01.03.06;#009.8072;;Naturschutzgebiet (NSG);Punkt;972
01.03.06;#009.8072;;Grenze Naturschutzgebiet (NSG);Linie;972
01.03.06;#009.8073;;Europäischen Vogelschutzgebiets (SPA);Punkt;973
01.03.06;#009.8073;;Grenze eines Europäischen Vogelschutzgebiets (SPA);Linie;973
01.03.06;#009.8075;;Naturpark;Punkt;975
01.03.06;#009.8075;;Grenze Naturpark;Linie;975
01.03.06;#009.8076;;Besonders geschützten Biotops (§ 24a / 32 Biotop);Punkt;976
01.03.06;#009.8076;;Grenze eines besonders geschützten Biotops (§ 24a / 32 Biotop);Linie;976
01.03.06;#009.8077;;FFH-Gebiet;Punkt;977
01.03.06;#009.8077;;Grenze FFH-Gebiet;Linie;977
01.03.06;#009.8078;;Nationalpark;Punkt;978
01.03.06;#009.8078;;Grenze Nationalpark;Linie;978
01.03.06;#009.8079;;Grenze Biosphärengebiet;Punkt;979
01.03.06;#009.8079;;Grenze Biosphärengebiet;Linie;979
01.03.06;#000.8098;;Natur- / Denkmal (allg.);Punkt;98
01.03.06;#000.8098;;Umrisslinie eines Denkmals / Naturdenkmals;Linie;98
01.03.06;#009.8080;;Geotop (Einzelpunkte aus RIPS);Punkt;980
01.03.06;#009.8080;;Geotop Umrisslinie;Linie;980
01.03.06;#009.8081;;Standbild;Punkt;981
01.03.06;#009.8083;;Bildstock;Punkt;983
01.03.06;#009.8084;;Wegkreuz;Punkt;984
01.03.06;#009.8085;;Naturdenkmal Laubbaum;Punkt;985
01.03.06;#009.8086;;Naturdenkmal Nadelbaum;Punkt;986
01.03.06;#009.8087;;Naturdenkmal (allg.) z.B. Höhle, Biotop;Punkt;987
01.03.06;#009.8088;;Eckpunkt eines Denkmals;Punkt;988
01.03.06;#009.8089;;Denkmal / Naturdenkmal oben;Punkt;989
01.03.06;#009.8089;;Umrisslinie eines Denkmals / Naturdenkmals oben;Linie;989
01.03.06;#000.8099;;Sonstiges lt. Feldbuch ;Punkt;99
01.03.06;#000.8099;;Sonstiges lt. Feldbuch ;Linie;99
01.03.06;#080.8001;;Schnittpunkt aus ALK;Punkt;8001
01.03.06;#080.8002;;AP Versicherung aus ALK;Punkt;8002
01.03.06;#080.8005;;Kontrollpunkt - Kontrollmessung zum Anschlusspunkt;Punkt;8005
01.03.06;#080.8008;;Freier Standpunkt - unvermarkt;Punkt;8008
01.03.06;#080.8009;;Kreismittelpunkt;Punkt;8009
01.03.06;#085.8000;;Referenzpunkt für GPS-Messungen;Punkt;8500
01.03.06;#085.8002;;Versicherung von Festpunkten der SBV;Punkt;8502
01.03.06;#088.8000;;Bodenpunkt aus Laser-Scan - bereinigte Rohdaten;Punkt;8800
01.03.06;#088.8001;;Bodenpunkt aus Laser-Scan - transformierte Rohdaten;Punkt;8801
01.03.06;#088.8009;;Brückenpunkt aus Laser-Scan - bereinigte Rohdaten;Punkt;8809
01.03.06;#088.8011;;Punkt aus Laser-Scan - 1 m x 1 m Raster;Punkt;8811
01.03.06;#088.8015;;Punkt aus Laser-Scan - 5 m x 5 m Raster;Punkt;8815
01.03.06;#088.8090;;Hochpunkt aus Laser-Scan - bereinigte Rohdaten;Punkt;8890
01.03.06;#088.8091;;Hochpunkt aus Laser-Scan - transformierte Rohdaten;Punkt;8891
01.03.06;#089.8095;;Projektnullpunkt;Punkt;8995
01.03.06;#089.8097;;Positionierungspunkt eines Rasterdatenbestands;Punkt;8997
01.03.06;#089.8099;;Eckpunkt eines Rasterdatenbestands;Punkt;8999
01.03.06;#084.8081;;Horizontalbolzen;Punkt;8481
01.03.06;#084.8082;;Vertikalbolzen;Punkt;8482
01.03.06;#084.8083;;Zielmarke;Punkt;8483
01.03.06;#084.8084;;Minireflektor;Punkt;8484
01.03.06;#084.8085;;Beobachtungspfeiler;Punkt;8485
01.03.06;#084.8086;;Firstbolzen;Punkt;8486
01.03.06;#084.8087;;Konvergenzmesspunkte;Punkt;8487
01.03.06;#084.8088;;Konsole;Punkt;8488
01.03.06;#084.8089;;permanentes Fernziel;Punkt;8489
01.03.06;#030.8007;;Böschung unten;Linie ;3007
01.03.06;#030.8008;;Böschung oben;Linie;3008
01.03.06;#030.8010;;Fahrbahnmitte / Achskleinpunkt;Punkt;3010
01.03.06;#030.8010;;Fahrbahnmitte (Linien zur Darstellung von Straßen in kleinmaßstäblichen Plänen);Linie;3010
01.03.06;#030.8011;;Fahrbahnrand;Punkt;3011
01.03.06;#030.8011;;Fahrbahnrand;Linie;3011
01.03.06;#030.8012;;Fahrspurrand;Punkt;3012
01.03.06;#030.8012;;Fahrspurrand;Linie;3012
01.03.06;#030.8013;;Randstein unten;Punkt;3013
01.03.06;#030.8013;;Randsteinlinie (unten);Linie;3013
01.03.06;#030.8014;;Randstein oben;Punkt;3014
01.03.06;#030.8014;;Randstein oben;Linie;3014
01.03.06;#030.8015;;Bankett;Punkt;3015
01.03.06;#030.8015;;Bankett;Linie;3015
01.03.06;#031.8051;;Auffüllung (eben) ;Punkt;3151
01.03.06;#031.8051;;Auffüllung (eben);Linie;3151
01.03.06;#031.8052;;Abgrabung (eben);Punkt;3152
01.03.06;#031.8052;;Abgrabung (eben);Linie;3152
01.03.06;#030.8016;;Längsmarkierung;Punkt;3016
01.03.06;#030.8016;;Längsmarkierung;Linie;3016
01.03.06;#030.8017;;Sperrfläche;Punkt;3017
01.03.06;#030.8017;;Sperrfläche;Linie;3017
01.03.06;#030.8018;;Quermarkierung;Punkt;3018
01.03.06;#030.8018;;Quermarkierung;Linie;3018
01.03.06;#030.8019;;sonstige Markierung;Punkt;3019
01.03.06;#030.8019;;sonstige Markierung;Linie;3019
01.03.06;#030.8021;;Grunderwerbsgrenzen Knickpunkte;Punkt;3021
01.03.06;#030.8021;;Grunderwerbsgrenzen;Linie;3021
01.03.06;#032.8010;;Knickpunkt Grunderwerb Sonderflächen;Punkt;3210
01.03.06;#032.8010;;Grenzlinie Grunderwerb Sonderfläche;Linie;3210
01.03.06;#032.8011;;Knickpunkt Grunderwerb Bund;Punkt;3211
01.03.06;#032.8011;;Grenzlinie Grunderwerb Bund;Linie;3211
01.03.06;#032.8012;;Knickpunkt Grunderwerb Land;Punkt;3212
01.03.06;#032.8012;;Grenzlinie Grunderwerb Land;Linie;3212
01.03.06;#032.8013;;Knickpunkt Grunderwerb Kreis;Punkt;3213
01.03.06;#032.8013;;Grenzlinie Grunderwerb Kreis;Linie;3213
01.03.06;#032.8014;;Knickpunkt Grunderwerb Gemeinde;Punkt;3214
01.03.06;#032.8014;;Grenzlinie Grunderwerb Gemeinde;Linie;3214
01.03.06;#032.8015;;Knickpunkt dauernd beanspruchte Flächen (DB);Punkt;3215
01.03.06;#032.8015;;Grenzlinie dauernd beanspruchte Flächen (DB);Linie;3215
01.03.06;#032.8016;;Knickpunkt vorübergehend beanspruchte Flächen (VB);Punkt;3216
01.03.06;#032.8016;;Grenzlinie vorübergehend beanspruchte Flächen (VB);Linie;3216
01.03.06;#032.8017;;Knickpunkt Grunderwerb Nebenanlagen;Punkt;3217
01.03.06;#032.8017;;Grenzlinie Grunderwerb Nebenanlagen;Linie;3217
01.03.06;#032.8018;;Knickpunkt Ausgleichsfläche;Punkt;3218
01.03.06;#032.8018;;Grenzlinie Ausgleichsfläche ;Linie;3218
01.03.06;#032.8019;;Knickpunkt Tauschflächen;Punkt;3219
01.03.06;#032.8019;;Grenzlinie Tauschflächen;Linie;3219
01.03.06;#030.8030;;Wegrand ;Punkt;3030
01.03.06;#030.8030;;Wegrand ;Linie;3030
01.03.06;#030.8031;;Mulde (Tiefpunkt);Punkt;3031
01.03.06;#030.8031;;Muldensohle;Linie;3031
01.03.06;#030.8032;;Wasserbauwerke;Punkt;3032
01.03.06;#030.8032;;Wasserbauwerke;Linie;3032
01.03.06;#030.8033;;Mauer unten ;Punkt;3033
01.03.06;#030.8033;;Mauer unten;Linie;3033
01.03.06;#030.8034;;Mauer oben;Punkt;3034
01.03.06;#030.8034;;Mauer oben;Linie;3034
01.03.06;#030.8035;;Schienenoberkante;Punkt;3035
01.03.06;#030.8035;;Schiene;Linie;3035
01.03.06;#030.8036;;Rand einer befestigten Fläche;Punkt;3036
01.03.06;#030.8036;;Rand einer befestigten Fläche;Linie;3036
01.03.06;#030.8037;;Graben unten;Punkt;3037
01.03.06;#030.8037;;Graben unten;Linie;3037
01.03.06;#030.8038;;Graben oben;Punkt;3038
01.03.06;#030.8038;;Graben oben;Linie;3038
01.03.06;#030.8040;;Brückenwiderlager;Punkt;3040
01.03.06;#030.8040;;Brückenwiderlager;Linie;3040
01.03.06;#030.8041;;Pfeiler;Punkt;3041
01.03.06;#030.8041;;Pfeiler;Linie;3041
01.03.06;#030.8042;;Sonderbauwerke;Punkt;3042
01.03.06;#030.8042;;Sonderbauwerke;Linie;3042
01.03.06;#034.8021;;Tunnelportal;Punkt;3421
01.03.06;#034.8021;;Tunnelportal;Linie;3421
01.03.06;#030.8043;;Stützmauer unten ;Punkt;3043
01.03.06;#030.8043;;Stützmauer unten ;Linie;3043
01.03.06;#034.8035;;Betongleitwand ;Punkt;3435
01.03.06;#034.8035;;Betongleitwand ;Linie;3435
01.03.06;#030.8044;;Stützmauer oben;Punkt;3044
01.03.06;#030.8044;;Stützmauer oben;Linie;3044
01.03.06;#030.8045;;Treppe;Punkt;3045
01.03.06;#030.8045;;Treppe;Linie;3045
01.03.06;#030.8046;;Geländer;Punkt;3046
01.03.06;#030.8046;;Geländer;Linie;3046
01.03.06;#030.8047;;Lärmschutzwand;Punkt;3047
01.03.06;#030.8047;;Lärmschutzwand;Linie;3047
01.03.06;#030.8048;;Unterkante Bauwerk;Punkt;3048
01.03.06;#030.8048;;Unterkante Bauwerk;Linie;3048
01.03.06;#030.8049;;Gesimskante;Punkt;3049
01.03.06;#030.8049;;Gesimskante;Linie;3049
01.03.06;#030.8050;;Kontrollschacht der Straßenentwässerung;Punkt;3050
01.03.06;#030.8050;;Straßenentwässerungsleitung;Linie;3050
01.03.06;#030.8051;;Muldenablaufschacht;Punkt;3051
01.03.06;#030.8052;;Straßenablauf (allg.);Punkt;3052
01.03.06;#030.8053;;Straßenablauf an Randstein ;Punkt;3053
01.03.06;#030.8054;;Entwässerungsrinne;Punkt;3054
01.03.06;#030.8054;;Entwässerungsrinne;Linie;3054
01.03.06;#030.8055;;Durchlass/Dole;Punkt;3055
01.03.06;#030.8055;;Umrisslinie Durchlass/Dole;Linie;3055
01.03.06;#030.8056;;Schlitzrinne;Punkt;3056
01.03.06;#030.8056;;Schlitzrinne;Linie;3056
01.03.06;#030.8057;;Punkt eines Linienverlaufs (für geplante Leitungen);Punkt;3057
01.03.06;#030.8058;;Entlüftung ;Punkt;3058
01.03.06;#030.8059;;Schachtsohle;Punkt;3059
01.03.06;#030.8060;;Kontrollschacht einer Ver- und Entsorgungsrohrleitung;Punkt;3060
01.03.06;#030.8060;;Ver-, Entsorgungsrohrleitung (allg.);Linie;3060
01.03.06;#036.8000;;Schutzrohr;Punkt;3600
01.03.06;#036.8000;;Schutzrohr (8600 Schutzrohr - Umriss);Linie;3600
01.03.06;#036.8001;;Kontrollschacht Wasserleitung ;Punkt;3601
01.03.06;#036.8001;;Wasserleitung ;Linie;3601
01.03.06;#036.8002;;Kontrollschacht Fernwärmeleitung;Punkt;3602
01.03.06;#036.8002;;Fernwärmeleitung ;Linie;3602
01.03.06;#036.8003;;Kontrollschacht Ölleitung;Punkt;3603
01.03.06;#036.8003;;Ölleitung ;Linie;3603
01.03.06;#036.8004;;Kontrollschacht Gasleitung;Punkt;3604
01.03.06;#036.8004;;Gasleitung ;Linie;3604
01.03.06;#036.8005;;Wasserfassung (Brunnen);Punkt;3605
01.03.06;#036.8005;;Wasserfassung (Brunnen) - Umrisslinie;Linie;3605
01.03.06;#036.8006;;Kontrollschacht Regenwasserleitung;Punkt;3606
01.03.06;#036.8006;;Regenwasserleitung ;Linie;3606
01.03.06;#036.8007;;Kontrollschacht Mischwasser ;Punkt;3607
01.03.06;#036.8007;;Mischwasserleitung ;Linie;3607
01.03.06;#036.8008;;Kontrollschacht Schmutzwasser ;Punkt;3608
01.03.06;#036.8008;;Schmutzwasserleitung ;Linie;3608
01.03.06;#030.8061;;Schieberschacht;Punkt;3061
01.03.06;#036.8011;;Schieberschacht Wasser;Punkt;3611
01.03.06;#036.8012;;Schieberschacht Fernwärmeleitung;Punkt;3612
01.03.06;#036.8013;;Schieberschacht Ölleitung;Punkt;3613
01.03.06;#036.8014;;Schieberschacht Gas;Punkt;3614
01.03.06;#036.8015;;Schieberschacht Schmutzwasserleitung;Punkt;3615
01.03.06;#030.8062;;Schaltkasten;Punkt;3062
01.03.06;#036.8021;;Verbindungsmuffe;Punkt;3621
01.03.06;#036.8022;;Abzweigmuffe;Punkt;3622
01.03.06;#036.8023;;Kondensatormuffe;Punkt;3623
01.03.06;#036.8024;;Pupinspulenmuffe, Pupinspulenkasten;Punkt;3624
01.03.06;#036.8025;;Blindmuffe;Punkt;3625
01.03.06;#036.8026;;Kupplung;Punkt;3626
01.03.06;#030.8063;;Streckenkabel BAB (AUSA);Linie;3063
01.03.06;#030.8064;;Kabelschacht;Punkt;3064
01.03.06;#030.8064;;E-Leitungen (allgem.) ;Linie;3064
01.03.06;#036.8041;;Kabelschacht Strom;Punkt;3641
01.03.06;#036.8041;;Stromerdleitung ;Linie;3641
01.03.06;#036.8042;;Kabelschacht Verkehrssteuerungsanlage;Punkt;3642
01.03.06;#036.8042;;Kabel der Verkehrsteuerungsanlage ;Linie;3642
01.03.06;#036.8043;;Kabelschacht Lichtwellenleiter;Punkt;3643
01.03.06;#036.8043;;Lichtwellenleiter / Glasfaserkabel ;Linie;3643
01.03.06;#036.8044;;Kabelschacht Sammelleitung;Punkt;3644
01.03.06;#036.8044;;Sammelleitung / mehrfach genutzte Kabeltrasse ;Linie;3644
01.03.06;#036.8045;;Kabelschacht Fernmeldeleitung;Punkt;3645
01.03.06;#036.8045;;Fernmeldeleitung ;Linie;3645
01.03.06;#036.8047;;Kontaktschleifen in Fahrbahn;Punkt;3647
01.03.06;#036.8047;;Kontaktschleifen in Fahrbahn;Linie;3647
01.03.06;#030.8065;;Gittermast;Punkt;3065
01.03.06;#030.8066;;Mast;Punkt;3066
01.03.06;#030.8066;;Freileitung (allg.);Linie;3066
01.03.06;#036.8067;;Sendemast;Punkt;3667
01.03.06;#030.8067;;Fernsprechzelle;Punkt;3067
01.03.06;#030.8067;;Fernsprechzelle (Umriss);Linie;3067
01.03.06;#030.8068;;Hydrant ;Punkt;3068
01.03.06;#030.8070;;Schutzplanke einfach;Punkt;3070
01.03.06;#030.8070;;Schutzplanke einfach ;Linie;3070
01.03.06;#030.8071;;Schutzplanke doppelt;Punkt;3071
01.03.06;#030.8071;;Schutzplanke doppelt ;Linie;3071
01.03.06;#030.8072;;Einrichtungen an Rastanlagen;Punkt;3072
01.03.06;#030.8072;;Einrichtungen an Rastanlagen, Umrisslinie;Linie;3072
01.03.06;#037.8026;;Kraftstoffzapfsäule;Punkt;3726
01.03.06;#037.8026;;Umrisslinie einer Kraftstoffzapfsäule;Linie;3726
01.03.06;#037.8027;;Tank oberirdisch;Punkt;3727
01.03.06;#037.8027;;Umrisslinie eines oberirdischen Tanks;Linie;3727
01.03.06;#037.8028;;Tank unterirdisch;Punkt;3728
01.03.06;#037.8028;;Umrisslinie eines unterirdischen Tanks;Linie;3728
01.03.06;#030.8073;;Beleuchtungsmast;Punkt;3073
01.03.06;#030.8074;;Notrufsäule;Punkt;3074
01.03.06;#030.8076;;Pegel / Bodenerkundung (allg.);Punkt;3076
01.03.06;#030.8076;;Bodenerkundung (allgem.), Umrisslinie;Linie;3076
01.03.06;#030.8077;;Zaun (allg.);Punkt;3077
01.03.06;#030.8077;;Zaun (allg.);Linie;3077
01.03.06;#030.8078;;Tor im Zaun;Punkt;3078
01.03.06;#030.8078;;Tor im Zaun;Linie;3078
01.03.06;#030.8080;;Schild zur Verkehrslenkung ;Punkt;3080
01.03.06;#030.8080;;Schild zur Verkehrslenkung ;Linie;3080
01.03.06;#030.8081;;Gefahrenzeichen (StVO 101-199), für Beschilderungspläne: 8000+StVO Nr. ;Punkt;3081
01.03.06;#030.8082;;Vorschriftszeichen (StVO 205-299), für Beschilderungspläne: 8000+StVO Nr. ;Punkt;3082
01.03.06;#030.8083;;Richtzeichen (StVO 301-399), für Beschilderungspläne: 8000+StVO Nr. ;Punkt;3083
01.03.06;#030.8084;;Schilderbrücke Fundamenteckpunkt (unten);Punkt;3084
01.03.06;#030.8084;;Schilderbrücke Fundament-Umrisslinie;Linie;3084
01.03.06;#030.8086;;Verkehrssteuerungseinrichtung;Punkt;3086
01.03.06;#030.8086;;Verkehrssteuerungseinrichtung, Umrisslinie;Linie;3086
01.03.06;#038.8061;;Sichtweitenmessgerät Nebelwarnanlage;Punkt;3861
01.03.06;#038.8061;;Sichtweitenmessgerät Nebelwarnanlage ;Linie;3861
01.03.06;#038.8065;;Wechselverkehrszeichen;Punkt;3865
