Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;CAD-Ebene
04.12.12;02310-3650;ALKIS-BB;[PPO] Wehr;Punkt;U01;131;
04.12.12;02310-3651;ALKIS-BB;[PPO] Wasserfall;Punkt;U01;131;
04.12.12;02310-3653;ALKIS-BB;[PPO] Wehr, RBA Flaeche;Punkt;U01;131;
04.12.12;02310-3701;ALKIS-BB;[PPO] Ueberhacken der Bodenschaetzung;Punkt;U01;131;
04.12.12;02310-3703;ALKIS-BB;[PPO] Grabloch, lagerichtig;Punkt;U01;131;
04.12.12;02310-3705;ALKIS-BB;[PPO] Grabloch, nicht lagerichtig;Punkt;U01;131;
04.12.12;02310-3707;ALKIS-BB;[PPO] Landesmusterstueck, Musterstueck, Vergleichsstueck;Punkt;U01;131;
04.12.12;02310-3709;ALKIS-BB;[PPO] Grabloch, bestimmend, lagerichtig;Punkt;U01;131;
04.12.12;02320-2004;ALKIS-BB;[LPO] Zuordnungspfeil;Linie;0;70;
04.12.12;02320-2005;ALKIS-BB;[LPO] Zuordnungspfeil, auch: Zuordnungspfeil, abweichender Rechtszustand;Linie;0;129;
04.12.12;02320-2701;ALKIS-BB;[LPO] Zuordnungspfeil der Bodenschätzung;Linie;0;129;
04.12.12;02341-4070      ;ALKIS-BB;[PTO] Hausnummern;Text;1,8 / S / frei platzierbar;130;
04.12.12;02341-4074      ;ALKIS-BB;[PTO] Gebaeudename, -funktion;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4100      ;ALKIS-BB;[PTO] Nicht zu uebernehmende Texte aus ALKIS;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4105      ;ALKIS-BB;[PTO] Nutzungsartenangaben, -bezeichnungen / Flächenfunktionen;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4106      ;ALKIS-BB;[PTO] Nicht zu uebernehmende Texte aus ALKIS;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4107      ;ALKIS-BB;[PTO] Beschriftung Topographie (Straßennamen);Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4111      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4112      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4113      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4114      ;ALKIS-BB;[PTO] Nicht zu uebernehmende Texte aus ALKIS;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4115      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4122      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4123      ;ALKIS-BB;[PTO] Flurstuecksnummern;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4140      ;ALKIS-BB;[PTO] Flächen- u. Bauwerksfkt., Namen v. Strassen, Bahnen / Nutzungsartenangaben, -bezeichnungen;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4141      ;ALKIS-BB;[PTO] Flächen- u. Bauwerksfkt., Namen v. Strassen, Bahnen / Nutzungsartenangaben, -bezeichnungen;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4144      ;ALKIS-BB;[PTO] Beschr. zu oefftl.-rechtl. Festsetzungen;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4200      ;ALKIS-BB;[PTO] Wohnplatznamen;Text;2,5 / S / frei platzierbar;130;
04.12.12;02341-4206      ;ALKIS-BB;[PTO] Katasterbezeichnungen, -namen;Text;2,5 / S / frei platzierbar;130;
04.12.12;11001;ALKIS-BB;[AX_Flurstueck] Allgemein;Flaeche;0;70;
04.12.12;11001;ALKIS-BB;[AX_Flurstueck] Allgemein;Linie;I35;70;
04.12.12;11001;ALKIS-BB;Textreferenz auf [AX_Flurstueck];Text;2,5 / S / frei platzierbar;130;
04.12.12;11002;ALKIS-BB;Textreferenz auf [AX_BesondereFlurstuecksgrenze];Text;2,5 / S / frei platzierbar;130;
04.12.12;11002-1000;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Strittige Grenze;Linie;I36;32;
04.12.12;11002-2001;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Nicht festgestellte Grenze;Linie;I35;32;
04.12.12;11002-2002;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Verwaltungsstreitverfahren (Grenze);Linie;I36;32;
04.12.12;11002-2003;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Mittellinie in Gewässern;Linie;I37;70;
04.12.12;11002-2004;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Flurstücksgrenze nicht feststellbar;Linie;I36;32;
04.12.12;11002-2010;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Topographische Grenzeinrichtung;Linie;I35;32;
04.12.12;11002-2100;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Topographische Gewaesserbegrenzung;Linie;I35;32;
04.12.12;11002-2500;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Region;Linie;I39;32;
04.12.12;11002-3000;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Flur;Linie;I34;69;
04.12.12;11002-7003;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Gemarkung;Linie;I33;68;
04.12.12;11002-7101;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Bundesrepublik Deutschland;Linie;I28;66;
04.12.12;11002-7102;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze des Bundeslandes;Linie;I29;66;
04.12.12;11002-7103;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze des Regierungsbezirks;Linie;I30;67;
04.12.12;11002-7104;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze des Landkreises;Linie;I31;67;
04.12.12;11002-7106;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Gemeinde;Linie;I32;67;
04.12.12;11002-7107;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze des Gemeindeteils;Linie;I32;67;
04.12.12;11002-7108;ALKIS-BB;[AX_BesondereFlurstuecksgrenze] Grenze der Verwaltungsgemeinschaft;Linie;I30;32;
04.12.12;11003;ALKIS-BB;Textreferenz auf [AX_Grenzpunkt];Text;1,8 / S / frei platzierbar;130;
04.12.12;11003-1000;ALKIS-BB;[Grenzpunkt-Vermarkung] Marke allgemein;Punkt;U16;70;
04.12.12;11003-1100;ALKIS-BB;[Grenzpunkt-Vermarkung] Stein;Punkt;U16;70;
04.12.12;11003-1110;ALKIS-BB;[Grenzpunkt-Vermarkung] Stein;Punkt;U16;70;
04.12.12;11003-1111;ALKIS-BB;[Grenzpunkt-Vermarkung] Lochstein;Punkt;U16;70;
04.12.12;11003-1112;ALKIS-BB;[Grenzpunkt-Vermarkung] Vermessungspunktstein;Punkt;U16;70;
04.12.12;11003-1120;ALKIS-BB;[Grenzpunkt-Vermarkung] Unbehauener Feldstein;Punkt;U16;70;
04.12.12;11003-1130;ALKIS-BB;[Grenzpunkt-Vermarkung] Gemeinde- und Waldgrenzstein;Punkt;U16;70;
04.12.12;11003-1131;ALKIS-BB;[Grenzpunkt-Vermarkung] Gemeindegrenzstein;Punkt;U16;70;
04.12.12;11003-1132;ALKIS-BB;[Grenzpunkt-Vermarkung] Waldgrenzstein;Punkt;U16;70;
04.12.12;11003-1140;ALKIS-BB;[Grenzpunkt-Vermarkung] Kunststoffmarke;Punkt;U16;70;
04.12.12;11003-1160;ALKIS-BB;[Grenzpunkt-Vermarkung] Landesgrenzstein;Punkt;U16;70;
04.12.12;11003-1190;ALKIS-BB;[Grenzpunkt-Vermarkung] Stein mit Besonderheiten in Form oder Material;Punkt;U16;70;
04.12.12;11003-1200;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr;Punkt;U16;70;
04.12.12;11003-1201;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr mit Schutzkappe;Punkt;U16;70;
04.12.12;11003-1202;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr mit Kopf;Punkt;U16;70;
04.12.12;11003-1210;ALKIS-BB;[Grenzpunkt-Vermarkung] Eisenrohr;Punkt;U16;70;
04.12.12;11003-1211;ALKIS-BB;[Grenzpunkt-Vermarkung] Eisenrohr (mit Schutzkappe);Punkt;U16;70;
04.12.12;11003-1212;ALKIS-BB;[Grenzpunkt-Vermarkung] Eisenrohr (ohne Schutzkappe);Punkt;U16;70;
04.12.12;11003-1220;ALKIS-BB;[Grenzpunkt-Vermarkung] Kunststoffrohr;Punkt;U16;70;
04.12.12;11003-1221;ALKIS-BB;[Grenzpunkt-Vermarkung] Kunststoffrohr (mit Schutzkappe);Punkt;U16;70;
04.12.12;11003-1222;ALKIS-BB;[Grenzpunkt-Vermarkung] Kunststoffrohr (ohne Schutzkappe);Punkt;U16;70;
04.12.12;11003-1230;ALKIS-BB;[Grenzpunkt-Vermarkung] Drainrohr;Punkt;U16;70;
04.12.12;11003-1240;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr mit Schutzkasten;Punkt;U16;70;
04.12.12;11003-1250;ALKIS-BB;[Grenzpunkt-Vermarkung] Zementrohr;Punkt;U16;70;
04.12.12;11003-1260;ALKIS-BB;[Grenzpunkt-Vermarkung] Glasrohr;Punkt;U16;70;
04.12.12;11003-1290;ALKIS-BB;[Grenzpunkt-Vermarkung] Tonrohr;Punkt;U16;70;
04.12.12;11003-1300;ALKIS-BB;[Grenzpunkt-Vermarkung] Bolzen/Nagel;Punkt;U16;70;
04.12.12;11003-1310;ALKIS-BB;[Grenzpunkt-Vermarkung] Bolzen;Punkt;U16;70;
04.12.12;11003-1311;ALKIS-BB;[Grenzpunkt-Vermarkung] Adapterbolzen;Punkt;U16;70;
04.12.12;11003-1320;ALKIS-BB;[Grenzpunkt-Vermarkung] Nagel;Punkt;U16;70;
04.12.12;11003-1400;ALKIS-BB;[Grenzpunkt-Vermarkung] Meißelzeichen ;Punkt;U16;70;
04.12.12;11003-1410;ALKIS-BB;[Grenzpunkt-Vermarkung] Bohrloch;Punkt;U16;70;
04.12.12;11003-1500;ALKIS-BB;[Grenzpunkt-Vermarkung] Pfahl;Punkt;U16;70;
04.12.12;11003-1600;ALKIS-BB;[Grenzpunkt-Vermarkung] Sonstige Marke;Punkt;U16;70;
04.12.12;11003-1610;ALKIS-BB;[Grenzpunkt-Vermarkung] Marke in Schutzbehälter;Punkt;U16;70;
04.12.12;11003-1620;ALKIS-BB;[Grenzpunkt-Vermarkung] Flasche;Punkt;U16;70;
04.12.12;11003-1630;ALKIS-BB;[Grenzpunkt-Vermarkung] Platte;Punkt;U16;70;
04.12.12;11003-1631;ALKIS-BB;[Grenzpunkt-Vermarkung] Klinkerplatte;Punkt;U16;70;
04.12.12;11003-1632;ALKIS-BB;[Grenzpunkt-Vermarkung] Granitplatte;Punkt;U16;70;
04.12.12;11003-1635;ALKIS-BB;[Grenzpunkt-Vermarkung] Platte mit Loch;Punkt;U16;70;
04.12.12;11003-1640;ALKIS-BB;[Grenzpunkt-Vermarkung] Hohlziegel;Punkt;U16;70;
04.12.12;11003-1650;ALKIS-BB;[Grenzpunkt-Vermarkung] Klebemarke;Punkt;U16;70;
04.12.12;11003-1655;ALKIS-BB;[Grenzpunkt-Vermarkung] Schlagmarke;Punkt;U16;70;
04.12.12;11003-1660;ALKIS-BB;[Grenzpunkt-Vermarkung] Kanaldeckel (Kreuz des Gütesiegels auf Rand);Punkt;U16;70;
04.12.12;11003-1670;ALKIS-BB;[Grenzpunkt-Vermarkung] Marke besonderer Ausführung;Punkt;U16;70;
04.12.12;11003-1700;ALKIS-BB;[Grenzpunkt-Vermarkung] Punkt dauerhaft und gut erkennbar festgelegt;Punkt;U16;70;
04.12.12;11003-1710;ALKIS-BB;[Grenzpunkt-Vermarkung] Punkt der baulichen Anlage;Punkt;U16;70;
04.12.12;11003-1711;ALKIS-BB;[Grenzpunkt-Vermarkung] Sockel (roh);Punkt;U16;70;
04.12.12;11003-1712;ALKIS-BB;[Grenzpunkt-Vermarkung] Sockel (verputzt);Punkt;U16;70;
04.12.12;11003-1713;ALKIS-BB;[Grenzpunkt-Vermarkung] Mauerecke (roh);Punkt;U16;70;
04.12.12;11003-1714;ALKIS-BB;[Grenzpunkt-Vermarkung] Mauerecke (verputzt);Punkt;U16;70;
04.12.12;11003-1720;ALKIS-BB;[Grenzpunkt-Vermarkung] Grenzsäule;Punkt;U16;70;
04.12.12;11003-1800;ALKIS-BB;[Grenzpunkt-Vermarkung] Pfeiler;Punkt;U16;70;
04.12.12;11003-1820;ALKIS-BB;[Grenzpunkt-Vermarkung] Kegel;Punkt;U16;70;
04.12.12;11003-2110;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung 2. bis 5. Ordnung;Punkt;U16;70;
04.12.12;11003-2111;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung 3. bis 5. Ordnung;Punkt;U16;70;
04.12.12;11003-2140;ALKIS-BB;[Grenzpunkt-Vermarkung] Plattformbolzen mit Aufschrift TP;Punkt;U16;70;
04.12.12;11003-2150;ALKIS-BB;[Grenzpunkt-Vermarkung] Turmbolzen mit Aufschrift TP;Punkt;U16;70;
04.12.12;11003-2160;ALKIS-BB;[Grenzpunkt-Vermarkung] Leuchtschraube oder -bolzen;Punkt;U16;70;
04.12.12;11003-2170;ALKIS-BB;[Grenzpunkt-Vermarkung] Turmbolzen;Punkt;U16;70;
04.12.12;11003-2180;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung 2. Ordnung;Punkt;U16;70;
04.12.12;11003-2200;ALKIS-BB;[Grenzpunkt-Vermarkung] Pfeiler mit Aufschrift AP;Punkt;U16;70;
04.12.12;11003-2210;ALKIS-BB;[Grenzpunkt-Vermarkung] Plattformbolzen mit der Aufschrift AP;Punkt;U16;70;
04.12.12;11003-2220;ALKIS-BB;[Grenzpunkt-Vermarkung] Turmbolzen mit der Aufschrift AP;Punkt;U16;70;
04.12.12;11003-2230;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung der Wasserstraßenverwaltung;Punkt;U16;70;
04.12.12;11003-2240;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung der Wasserstraßenverwaltung;Punkt;U16;70;
04.12.12;11003-2250;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung der Wasserstraßenverwaltung;Punkt;U16;70;
04.12.12;11003-2300;ALKIS-BB;[Grenzpunkt-Vermarkung] Alte Festlegung der Kgl. Generalkommission und von Kurhessen;Punkt;U16;70;
04.12.12;11003-2320;ALKIS-BB;[Grenzpunkt-Vermarkung] Alte Festlegung von Nassau exz. ehemals 3.O.;Punkt;U16;70;
04.12.12;11003-2550;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr mit Schutzkasten;Punkt;U16;70;
04.12.12;11003-2560;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohr mit Verschlusskappe und aufgesetztem Lochstein;Punkt;U16;70;
04.12.12;11003-2600;ALKIS-BB;[Grenzpunkt-Vermarkung] Alte Festlegung in Bayern  exz.;Punkt;U16;70;
04.12.12;11003-2610;ALKIS-BB;[Grenzpunkt-Vermarkung] Alte Festlegung in Bayern;Punkt;U16;70;
04.12.12;11003-2640;ALKIS-BB;[Grenzpunkt-Vermarkung] Alte Festlegung in Bayern und der Pfalz;Punkt;U16;70;
04.12.12;11003-2700;ALKIS-BB;[Grenzpunkt-Vermarkung] Festlegung MP-Pfeiler;Punkt;U16;70;
04.12.12;11003-2750;ALKIS-BB;[Grenzpunkt-Vermarkung] Steinpfeiler;Punkt;U16;70;
04.12.12;11003-2760;ALKIS-BB;[Grenzpunkt-Vermarkung] Betonpfeiler;Punkt;U16;70;
04.12.12;11003-2770;ALKIS-BB;[Grenzpunkt-Vermarkung] Kreuz (gemeisselt);Punkt;U16;70;
04.12.12;11003-2800;ALKIS-BB;[Grenzpunkt-Vermarkung] Knopf;Punkt;U16;70;
04.12.12;11003-2810;ALKIS-BB;[Grenzpunkt-Vermarkung] Mitte;Punkt;U16;70;
04.12.12;11003-2820;ALKIS-BB;[Grenzpunkt-Vermarkung] Spitze;Punkt;U16;70;
04.12.12;11003-2830;ALKIS-BB;[Grenzpunkt-Vermarkung] Kreuz (Mitte);Punkt;U16;70;
04.12.12;11003-2840;ALKIS-BB;[Grenzpunkt-Vermarkung] Helmstange;Punkt;U16;70;
04.12.12;11003-2850;ALKIS-BB;[Grenzpunkt-Vermarkung] Fahnenstange;Punkt;U16;70;
04.12.12;11003-2860;ALKIS-BB;[Grenzpunkt-Vermarkung] Wetterstange;Punkt;U16;70;
04.12.12;11003-2870;ALKIS-BB;[Grenzpunkt-Vermarkung] Blitzableiter;Punkt;U16;70;
04.12.12;11003-2880;ALKIS-BB;[Grenzpunkt-Vermarkung] Antenne;Punkt;U16;70;
04.12.12;11003-2890;ALKIS-BB;[Grenzpunkt-Vermarkung] Rohrstange;Punkt;U16;70;
04.12.12;11003-2920;ALKIS-BB;[Grenzpunkt-Vermarkung] Steinplatte  unterirdisch;Punkt;U16;70;
04.12.12;11003-2930;ALKIS-BB;[Grenzpunkt-Vermarkung] Platte;Punkt;U16;70;
04.12.12;11003-2940;ALKIS-BB;[Grenzpunkt-Vermarkung] Platte;Punkt;U16;70;
04.12.12;11003-3210;ALKIS-BB;[Grenzpunkt-Vermarkung] Mauerbolzen  waagerecht eingebracht (mit Inschrift);Punkt;U16;70;
04.12.12;11003-3230;ALKIS-BB;[Grenzpunkt-Vermarkung] Höhenmarke (des RfL);Punkt;U16;70;
04.12.12;11003-3290;ALKIS-BB;[Grenzpunkt-Vermarkung] sonstiger horizontaler Bolzen;Punkt;U16;70;
04.12.12;11003-3820;ALKIS-BB;[Grenzpunkt-Vermarkung] Hektometerstein;Punkt;U16;70;
04.12.12;11003-3845;ALKIS-BB;[Grenzpunkt-Vermarkung] Schraubeisen;Punkt;U16;70;
04.12.12;11003-9500;ALKIS-BB;[Grenzpunkt-Vermarkung] Ohne Marke;Punkt;U17;70;
04.12.12;11003-9600;ALKIS-BB;[Grenzpunkt-Vermarkung] Abmarkung zeitweilig ausgesetzt;Punkt;U17;70;
04.12.12;11003-9998;ALKIS-BB;[Grenzpunkt-Vermarkung] Nach Quellenlage nicht zu spezifizieren;Punkt;U16;70;
04.12.12;12001;ALKIS-BB;Textreferenz auf [AX_LagebezeichnungOhneHausnummer];Text;2,5 / S / frei platzierbar;130;
04.12.12;12002;ALKIS-BB;Textreferenz auf [AX_LagebezeichnungMitHausnummer]          ;Text;2,5 / S / frei platzierbar;130;
04.12.12;12003;ALKIS-BB;[AX_LagebezeichnungMitPseudonummer];Text;1,8 / S / frei platzierbar;130;
04.12.12;12004;ALKIS-BB;Textreferenz auf [AX_Lagebezeichnung (Datentyp, Auswahltyp)];Text;2,5 / S / frei platzierbar;130;
04.12.12;12006;ALKIS-BB;Textreferenz auf [AX_GeoreferenzierteGebaeudeadresse];Text;2,5 / S / frei platzierbar;130;
04.12.12;12007;ALKIS-BB;Textreferenz auf [AX_Post (Datentyp)];Text;2,5 / S / frei platzierbar;130;
04.12.12;13001;ALKIS-BB;Textreferenz auf [AX_Aufnahmepunkt];Text;2,5 / S / frei platzierbar;130;
04.12.12;13001-1000;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Marke allgemein;Punkt;U06;125;
04.12.12;13001-1100;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Stein;Punkt;U06;125;
04.12.12;13001-1110;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Stein;Punkt;U06;125;
04.12.12;13001-1111;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Lochstein;Punkt;U06;125;
04.12.12;13001-1112;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Vermessungspunktstein;Punkt;U06;125;
04.12.12;13001-1120;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Unbehauener Feldstein;Punkt;U06;125;
04.12.12;13001-1130;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Gemeinde- und Waldgrenzstein;Punkt;U06;125;
04.12.12;13001-1131;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Gemeindegrenzstein;Punkt;U06;125;
04.12.12;13001-1132;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Waldgrenzstein;Punkt;U06;125;
04.12.12;13001-1140;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kunststoffmarke;Punkt;U06;125;
04.12.12;13001-1160;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Landesgrenzstein;Punkt;U06;125;
04.12.12;13001-1190;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Stein mit Besonderheiten in Form oder Material;Punkt;U06;125;
04.12.12;13001-1200;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Rohr;Punkt;U06;125;
04.12.12;13001-1201;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Rohr mit Schutzkappe;Punkt;U06;125;
04.12.12;13001-1202;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Rohr mit Kopf;Punkt;U06;125;
04.12.12;13001-1210;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Eisenrohr;Punkt;U06;125;
04.12.12;13001-1211;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Eisenrohr (mit Schutzkappe);Punkt;U06;125;
04.12.12;13001-1212;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Eisenrohr (ohne Schutzkappe);Punkt;U06;125;
04.12.12;13001-1220;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kunststoffrohr;Punkt;U06;125;
04.12.12;13001-1221;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kunststoffrohr (mit Schutzkappe);Punkt;U06;125;
04.12.12;13001-1222;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kunststoffrohr (ohne Schutzkappe);Punkt;U06;125;
04.12.12;13001-1230;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Drainrohr;Punkt;U06;125;
04.12.12;13001-1240;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Rohr mit Schutzkasten;Punkt;U06;125;
04.12.12;13001-1250;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Zementrohr;Punkt;U06;125;
04.12.12;13001-1260;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Glasrohr;Punkt;U06;125;
04.12.12;13001-1290;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Tonrohr;Punkt;U06;125;
04.12.12;13001-1300;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Bolzen/Nagel;Punkt;U06;125;
04.12.12;13001-1310;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Bolzen;Punkt;U06;125;
04.12.12;13001-1311;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Adapterbolzen;Punkt;U06;125;
04.12.12;13001-1320;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Nagel;Punkt;U06;125;
04.12.12;13001-1400;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Meißelzeichen (z. B. Kreuz;Punkt;U06;125;
04.12.12;13001-1410;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Bohrloch;Punkt;U06;125;
04.12.12;13001-1500;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Pfahl;Punkt;U06;125;
04.12.12;13001-1600;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Sonstige Marke;Punkt;U06;125;
04.12.12;13001-1610;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Marke in Schutzbehälter;Punkt;U06;125;
04.12.12;13001-1620;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Flasche;Punkt;U06;125;
04.12.12;13001-1630;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Platte;Punkt;U06;125;
04.12.12;13001-1631;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Klinkerplatte;Punkt;U06;125;
04.12.12;13001-1632;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Granitplatte;Punkt;U06;125;
04.12.12;13001-1635;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Platte mit Loch;Punkt;U06;125;
04.12.12;13001-1640;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Hohlziegel;Punkt;U06;125;
04.12.12;13001-1650;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Klebemarke;Punkt;U06;125;
04.12.12;13001-1655;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Schlagmarke;Punkt;U06;125;
04.12.12;13001-1660;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kanaldeckel (Kreuz des Gütesiegels auf Rand);Punkt;U06;125;
04.12.12;13001-1670;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Marke besonderer Ausführung;Punkt;U06;125;
04.12.12;13001-1700;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Punkt dauerhaft und gut erkennbar festgelegt;Punkt;U06;125;
04.12.12;13001-1710;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Punkt der baulichen Anlage;Punkt;U06;125;
04.12.12;13001-1711;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Sockel (roh);Punkt;U06;125;
04.12.12;13001-1712;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Sockel (verputzt);Punkt;U06;125;
04.12.12;13001-1713;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Mauerecke (roh);Punkt;U06;125;
04.12.12;13001-1714;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Mauerecke (verputzt);Punkt;U06;125;
04.12.12;13001-1720;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Grenzsäule;Punkt;U06;125;
04.12.12;13001-1800;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Pfeiler;Punkt;U06;125;
04.12.12;13001-1820;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Kegel;Punkt;U06;125;
04.12.12;13001-2110;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Festlegung 2. bis 5. Ordnung;Punkt;U06;125;
04.12.12;13001-2111;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Festlegung 3. bis 5. Ordnung;Punkt;U06;125;
04.12.12;13001-2140;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Plattformbolzen mit Aufschrift TP;Punkt;U06;125;
04.12.12;13001-2150;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Turmbolzen mit Aufschrift TP;Punkt;U06;125;
04.12.12;13001-2160;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Leuchtschraube oder -bolzen;Punkt;U06;125;
04.12.12;13001-2170;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Turmbolzen;Punkt;U06;125;
04.12.12;13001-2180;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Festlegung 2. Ordnung;Punkt;U06;125;
04.12.12;13001-2200;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Pfeiler mit Aufschrift AP;Punkt;U06;125;
04.12.12;13001-2210;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Plattformbolzen mit der Aufschrift AP;Punkt;U06;125;
04.12.12;13001-2220;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Turmbolzen mit der Aufschrift AP;Punkt;U06;125;
04.12.12;13001-2230;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Festlegung der Wasserstraßenverwaltung Stein mit Rohr und Stehbolzen, Typ 1 = 2230;Punkt;U06;125;
04.12.12;13001-2240;ALKIS-BB;[Aufnahmepunkt-Vermarkung] Festlegung der Wasserstraßenverwaltung Stein mit Rohr und Stehbolzen, Typ 2 = 2240;Punkt;U06;125;
