Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung;Kategorie I;Kategorie II
07.12.2012;1062.0000;2.4.3.3;Raster für Gebäude;Flaeche;0;1011;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1063.0000;2.4.3.2;Parallelschraffur für Gebäude;Flaeche;0;1011;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1063.0000;2.4.3.2;Parallelschraffur für Gebäude;Linie;57;1011;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1063.5001;2.4.3.2;Parallelschraffur für Gebäude;Flaeche;0;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1063.5001;2.4.3.2;Parallelschraffur für Gebäude;Linie;57;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1071.0000;2.4.2.3;Kennzeichnung der Dachformen;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1072.0000;2.4.2.4;Firstlinie;Linie;n07;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1112.0000;2.4.4;Gebäude;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1141.0000;2.4.6.1;Christliche Kirche;Punkt;A01;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1142.0000;2.4.6.2;Synagoge;Punkt;A02;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1143.0000;2.4.6.3;Kapelle;Punkt;A03;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1194.0000;2.4.6.4;U - Bahnhof;Punkt;A04;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1194.0000;2.4.6.4;U - Bahnhof;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1195.0000;2.4.6.5;S - Bahnhof;Punkt;A05;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1195.0000;2.4.6.5;S - Bahnhof;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1208.0000;2.4.5.1;Zufahrt, Einfahrt;Punkt;A08;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;1208.5001;;Ein- und Ausfahrt;Punkt;a76;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1209.0000;2.4.5.2;Zugang, Eingang;Punkt;A09;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1472.0000;2.5.9.6;Rastanlage;Punkt;F59;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1475.0000;2.5.9.9;Kiosk und WC;Punkt;F65;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;1475.5001;;Satelitenantenne;Punkt;a72;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;1475.5002;;Sitzgruppe;Punkt;Z19;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1721.0000;2.4.4;Werkstatt;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1731.0000;2.5.9.5;Tankstelle;Punkt;F58;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1732.0000;2.5.9.7;Tank- und Rastanlage;Punkt;F63;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1771.0000;2.7.3.5;Bergwerk in Betrieb;Punkt;G13;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1772.0000;2.7.3.7;Bergwerk, außer Betrieb;Punkt;G15;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;1773.0000;2.7.3.6;Bergwerk, vorübergehend stillgelegt;Punkt;G14;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;2361.0000;2.4.6.6;Parkhaus;Punkt;A06;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;2362.0000;2.4.6.7;Parkdeck;Punkt;A10;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;2363.0000;2.4.6.8;Tiefgarage;Punkt;A07;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2366.0000;2.4.4;Garage;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2369.0000;2.5.9.8;Parken und WC;Punkt;F64;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2371.0000;2.7.4.6;Brückenwaage;Punkt;G36;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2371.0000;2.7.4.6;Brückenwaage;Text;1;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;2372.0000;2.7.4.8;Parkscheinautomat;Punkt;G37;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2513.0000;2.5.5.8;Pumpe;Punkt;F34;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;2514.0000;2.5.5.14;Wasserturm;Punkt;F62;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2514.0000;2.5.5.14;Wasserturm;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2572.0000;2.5.7.1;Gasometer;Punkt;F45;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2572.0000;2.5.7.1;Gasometer;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2612.0000;2.4.4;Wasserklosett;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2721.0000;2.4.4;Scheune;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2723.0000;2.4.4;Schuppen;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;2724.0000;2.4.4;Stall;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3141.0000;2.2.7.28;Steinbruch;Punkt;B20;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3141.0000;2.2.7.28;Steinbruch;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3141.0000;2.2.7.28;Steinbruch;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3151.0000;2.2.7.29;Erztagebau;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3151.0000;2.2.7.29;Erztagebau;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3161.0000;2.2.7.30;Kohletagebau;Punkt;B22;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3161.0000;2.2.7.30;Kohletagebau;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3161.0000;2.2.7.30;Kohletagebau;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3171.0000;2.2.7.16;Torfstich;Punkt;B13;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3171.0000;2.2.7.16;Torfstich;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3171.0000;2.2.7.16;Torfstich;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3181.0000;2.2.7.31;Lavaabbau;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3181.0000;2.2.7.31;Lavaabbau;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3191.0000;2.5.9.2;Erdölpumpe, Ölförderanlage;Punkt;F54;1416;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3195.0000;2.5.9.4;Erdgasförderstelle;Punkt;F56;1415;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3196.0000;2.7.3.8;Bergbauschacht (eckig);Punkt;G16;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;#319.5001;;Bergbauschacht (rund);Punkt;I65;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3198.0000;2.7.3.9;Stollenmundloch;Punkt;G18;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3401.0000;2.5.2.13;Transportrichtungspfeil;Punkt;F60;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3401.5001;2.5.2.13;Fließrichtungspfeil für Versorgungsleitungen;Punkt;F02;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3402.0000;2.5.1;Unterirdische Leitungen;Linie;o01;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3402.0000;;Unterirdische Leitungen;Text;1;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3403.0000;2.5.2;Oberirdische  Leitungen;Linie;o15;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3403.0000;2.5.2;Oberirdische  Leitungen;Text;1;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3411.0000;2.5.5.1;Brunnen, Brunnenstube;Punkt;F28;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3421.0000;2.5.2.1;Oberirdische Wasserleitung;Linie;o16;1411;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3422.0000;2.5.2.2;Oberirdische Fernwasserleitung;Linie;o17;1412;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3423.0000;2.5.1.1;Unterirdische Wasserleitung;Linie;o02;1411;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3424.0000;2.5.1.2;Unterirdische Fernwasserleitung;Linie;o03;1412;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3426.0000;2.5.3.3;Merkstein für Wasserversorgung;Punkt;F06;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3426.0000;2.5.3.3;Merkstein für Wasserversorgung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3427.0000;2.5.5.3;Oberflurhydrant;Punkt;a41;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3428.0000;2.5.5.4;Unterflurhydrant;Punkt;a42;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3429.0000;2.5.3.1;Schieberkappe -schacht (Wasser);Punkt;F04;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3429.0000;2.5.3.1;Schieberkappe -schacht (Wasser);Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3429.5001;;Wasserschieber;Punkt;a43;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3432.0000;2.5.2.5;Oberirdische Erdgas-, Heizgasleitung;Linie;o20;1415;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3433.0000;2.5.1.5;Unterirdische Erdgas-, Heizgasleitung;Linie;o06;1415;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3434.0000;2.5.3.6;Merkzeichen für Gasleitung;Punkt;F09;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3434.0000;2.5.3.6;Merkzeichen für Gasleitung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3435.0000;2.5.3.2;Schieberkappe -schacht (Gas);Punkt;a44;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3435.0000;2.5.3.2;Schieberkappe -schacht (Gas);Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3441.0000;2.5.2.3;Oberirdische Leitung der Elektrizitätsversorgung, Stahlgittermast;Linie;o18;1413;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3442.0000;2.5.1.3;Unterirdische Leitung der Elektrizitätsversorgung;Linie;o04;1413;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3443.0000;2.5.3.4;Merkstein für Elektrizitätsversorgung;Punkt;F07;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3443.0000;2.5.3.4;Merkstein für Elektrizitätsversorgung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3444.0000;2.5.2.4;Oberirdische Hochspannungsleitung;Linie;o19;1414;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3445.0000;2.5.1.13;Ummantelung;Linie;o14;1423;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3446.0000;2.5.1.4;Unterirdische Hochspannungsleitung;Linie;o05;1414;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3447.5001;2.5.6.5;Transformator, Umformer;Punkt;a37;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3447.0000;2.5.6.5;Transformator, Umformer;Punkt;F44;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3448.0000;2.5.3.5;Merkstein für Hochspannungsleitung;Punkt;F08;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3448.0000;2.5.3.5;Merkstein für Hochspannungsleitung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3449.0000;2.5.8.6;Kabelformsteine, Kabelkanal;Punkt;a40;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3451.0000;2.5.4.2;Stahlrohrmast;Punkt;a27;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3451.5001;2.5.4.2;Stahlrohrmast für Zeichenbrücke;Punkt;a27;1145;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.12.2012;3452.0000;2.5.4.3;Stahlbetonmast;Punkt;a28;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3452.5001;2.5.4.3;Stahlbetonmast für Zeichenbrücke;Punkt;a28;1145;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3453.0000;2.5.4.1;Einfacher Stahlgittermast;Punkt;a29;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3453.5001;2.5.4.1;Stahlgittermast für Zeichenbrücke;Punkt;a29;1145;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3454.0000;2.5.4.6;Stahlgittermast, wenn die Leitung zwischen den Masten nicht dargestellt wird;Punkt;F21;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3455.0000;2.5.4.5;Doppelmast;Punkt;F20;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3456.0000;2.5.4.4;Holzmast;Punkt;a26;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3464.0000;2.5.2.6;Oberirdische Rohölleitung;Linie;o21;1416;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3465.0000;2.5.1.6;Unterirdische Rohölleitung;Linie;o07;1416;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3466.0000;2.5.3.7;Merkzeichen für Rohölleitung;Punkt;F10;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3466.0000;2.5.3.7;Merkzeichen für Rohölleitung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3471.0000;2.5.2.8;Oberirdische Leitung der Heizungsanlage;Linie;o23;1418;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3472.0000;2.5.1.8;Unterirdische Leitung der Heizungsanlage;Linie;o09;1418;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3473.0000;2.5.3.9;Merkstein für Heizungsanlage;Punkt;F12;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3473.0000;2.5.3.9;Merkstein für Heizungsanlage;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3474.0000;2.5.9.3;Einsteigeschacht für Heizungsanlage (Fernheizung);Punkt;F55;1419;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3474.0000;2.5.9.3;Einsteigeschacht für Heizungsanlage (Fernheizung);Text;1;1419;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3475.0000;2.5.2.9;Oberirdische Fernheizleitung;Linie;o24;1419;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3476.0000;2.5.1.9;Unterirdische Fernheizleitung;Linie;o10;1419;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3477.0000;2.5.3.10;Merkstein für Fernheizleitung;Punkt;F13;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3477.0000;2.5.3.10;Merkstein für Fernheizleitung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3481.0000;2.5.2.10;Oberirdische Leitung des Fernmeldewesens;Linie;o25;1420;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3482.0000;2.5.1.10;Unterirdische Leitung des Fernmeldewesens;Linie;o11;1420;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3483.0000;2.5.3.11;Merkstein für Fernmeldewesen;Punkt;F14;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3483.0000;2.5.3.11;Merkstein für Fernmeldewesen;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3483.5001;;Merkstein Kabel;Punkt;a39;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3484.0000;2.5.8.4;Einsteigeschacht für Fernmeldewesen;Punkt;F49;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3484.0000;2.5.8.4;Einsteigeschacht für Fernmeldewesen;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3485.0000;2.5.4.7;Funkmast, Funkstelle, Umsetzer;Punkt;F22;1400;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3486.0000;2.5.8.3;Fernsprechhäuschen;Punkt;F48;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3486.5001;;Telefonzelle;Punkt;a63;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3487.0000;2.5.9.1;Feuermelder;Punkt;F53;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3487.0000;2.5.9.1;Feuermelder;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3488.0000;2.5.8.2;Polizeirufsäule;Punkt;F47;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3488.0000;2.5.8.2;Polizeirufsäule;Text;1;1115;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3489.0000;2.5.6.1;Kabelkasten, Schaltkasten;Punkt;F40;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3489.5001;;Verteilerkasten Strom (oberirdisch);Punkt;a35;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3489.5002;;Verteilerkasten Post (oberirdisch);Punkt;a38;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3489.5003;;Verteilerkasten Strom (unterirdisch);Punkt;a36;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3492.0000;2.5.2.7;Oberirdische Produktenfernleitung;Linie;o22;1417;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3493.0000;2.5.1.7;Unterirdische Produktenfernleitung;Linie;o08;1417;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3494.0000;2.5.3.8;Merkzeichen für Produktenfernleitung;Punkt;F11;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3494.0000;2.5.3.8;Merkzeichen für Produktenfernleitung;Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3495.0000;2.5.6.2;Windrad, Windmotor;Punkt;a71;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3495.5001;;Windanzeiger;Punkt;a70;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3498.0000;2.5.3.12;Schilderpfahl (allg.);Punkt;a45;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3498.0000;2.5.3.12;Schilderpfahl (allg.);Text;1;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3498.5001;;Schildermast;Punkt;a13;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3498.5002;;Schilderpfahl (Gas);Punkt;a45;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3498.5003;;Schilderpfahl (Wasser);Punkt;a45;1160;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3501.0000;2.5.2.11;Oberirdische Abwasserleitung;Linie;o26;1421;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3502.0000;2.5.1.11;Unterirdische Abwasser-, Schmutzwasserleitung;Linie;o12;1421;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3502.5001;2.5.1.11;Schmutzwasser (in UI der Gemeinde);Linie;o28;1421;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3502.5002;2.5.1.11;Regenwasser (in UI der Gemeinde);Linie;o29;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3502.5003;2.5.1.11;Mischwasserleitung;Linie;o30;1421;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3502.5004;2.5.1.11;Huckepackleitung;Linie;o31;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3502.5005;2.5.1.11;Teilsickerrohrleitung;Linie;o32;1422;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3504.0000;2.5.5.5;Einsteigeschacht für Abwasserleitung;Punkt;F32;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3505.0000;2.5.5.6;Straßensinkkasten (Einlauf mittig);Punkt;a55;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3505.5002;;Gully (Rund);Punkt;a48;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3507.0000;2.5.5.9;Schienensinkkasten;Punkt;a60;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3508.0000;2.5.5.7;Straßensinkkasten (Einlauf seitlich);Punkt;a56;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3509.0000;2.5.1.12;Unterirdische Sickerrohrleitung;Linie;o13;1422;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3512.0000;2.7.4.4;Müllboxenanlage;Punkt;G35;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3521.0000;2.5.5.10;Schlammbecken, -fang;Punkt;a57;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3531.0000;2.5.5.11;Sickergrube, Klärgrube;Punkt;F37;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3531.5001;;Sickergrube;Punkt;a54;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3531.5002;;Kläranlage;Linie;2;1165;Stift 2;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3532.0000;2.5.2.12;Schlitzrinne;Linie;o27;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3532.5001;2.5.2.12;Bord/-Spitzrinne;Linie;o33;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3532.5002;2.5.2.12;Kastenrinne;Linie;o34;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3532.5003;2.5.2.12;Pendelrinne;Linie;o35;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;3532.5004;2.5.2.12;Muldenrinne;Linie;o36;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;3591.0000;2.5.5.12;Benzin-, Ölabscheider;Punkt;a58;1165;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3911.0000;2.7.3.4;Schornstein;Punkt;G12;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3921.0000;2.7.3.2;Drehkran;Punkt;G32;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3921.0000;2.7.3.2;Drehkran;Linie;1;1110;Stift 1;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3922.0000;2.7.3.1;Portalkran;Punkt;G11;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3922.0000;2.7.3.1;Portalkran;Linie;1;1110;Stift 1;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;3923.0000;2.7.3.3;Laufkran;Punkt;G33;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;3923.0000;2.7.3.3;Laufkran;Linie;1;1110;Stift 1;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4211.0000;2.2.7.21;Parkanlage (Symbol);Punkt;B15;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4211.0000;2.2.7.21;Parkanlage;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4212.0000;2.2.7.22;Liegewiese;Punkt;B49;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4212.0000;2.2.7.22;Liegewiese;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
16.09.2014;4216.0000;2.5.5.2;Springbrunnen, Zierbrunnen;Punkt;F29;1125;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4242.0000;2.3.2.9;Wildschutzzaun;Punkt;D59;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
07.04.2014;4242.0000;2.3.2.9;Wildschutzzaun;Linie;m69;1100;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;4242.5001;2.3.2.9;Wildschutzzaun (nicht DGM);Punkt;D59;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
26.09.2014;4242.5001;2.3.2.9;Wildschutzzaun (nicht DGM);Linie;m69;1110;;Lageplan Bestand;Kartenzeichen RAS-Verm
11.06.2014;#929.5001;;Unsichtbare Linie (DGM-relevant);Linie;m99;1100;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4261.0000;2.2.7.40;Klein-, Schrebergarten Laubenkolonie;Punkt;B42;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4261.0000;2.2.7.40;Klein-, Schrebergarten Laubenkolonie;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4281.0000;2.2.7.41;Garten;Punkt;B43;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4281.0000;2.2.7.41;Garten;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4301.0000;2.2.7.32;Campingplatz;Punkt;B23;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
10.12.2012;4301.0000;2.2.7.32;Campingplatz;Flaeche;0;1120;;Lageplan Bestand;Kartenzeichen RAS-Verm
