Datum;Fachbedeutung;RAS-Verm;Bezeichnung;Symbolart;Landescode;Ebene;Bemerkung;Kategorie I;Kategorie II
06.12.2012;41008-0000;;SportFreizeitUndErholungsflaeche;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4001;;Gebaeude- und Freiflaeche Sport, Freizeit und Erholung;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4100;;Sportanlage;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4101;;Gebaeude- und Freiflaeche Erholung, Sport;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4110;;Golfplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4120;;Sportplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4130;;Rennbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4140;;Reitplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4150;;Schiess¸anlage;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4160;;Eis-, Rollschuhbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4170;;Tennisplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4200;;Freizeitanlage;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4210;;Zoo;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4211;;Gebaeude- u. Freiflaeche Erholung, Zoologie;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4220;;Safaripark, Wildpark;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4230;;Freizeitpark;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4240;;Freilichttheater;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4250;;Freilichtmuseum;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4260;;Autokino, Freilichtkino;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4270;;Verkehrsuebungsplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4280;;Hundeuebungsplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4290;;Modellflugplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4300;;Erholungsflaeche;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4301;;Gebaeude- und Freiflaeche Erholung;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4310;;Wochenend- und Ferienhausflaeche;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4320;;Schwimmbad, Freibad;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4321;;Gebaeude- u. Freiflaeche Erholung, Bad;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4330;;Campingplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4331;;Gebaeude- u. Freiflaeche Erholung, Camping;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4400;;Gruenanlage;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4410;;Gruenflaeche;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4420;;Park;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4430;;Botanischer Garten;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4431;;Gebaeude- u. Freiflaeche Erholung, Botanik;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4440;;Kleingarten;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4450;;Wochenendplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-4470;;Spielplatz, Bolzplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41008-9999;;Sonstiges;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41009-0000;;Friedhof;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41009-9401;;Gebaeude- und Freiflaeche Friedhof;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41009-9402;;Friedhof (ohne Gebaeude);Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41009-9403;;Friedhof (Park);Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;41009-9404;;Historischer Friedhof;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-0000;;Platz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5130;;Fussgaengerzone;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5310;;Parkplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5320;;Rastplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5330;;Raststaette;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5340;;Marktplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42009-5350;;Festplatz;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-0000;;Bahnverkehr;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1100;;Eisenbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1102;;Gueterverkehr;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1104;;S-Bahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1200;;Stadtbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1201;;Strass¸enbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1202;;U-Bahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1300;;Seilbahn, Bergbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1301;;Zahnradbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1302;;Standseilbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1400;;Museumsbahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
06.12.2012;42010-1600;;Magnetschwebebahn;Flaeche;0;1012;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3002;;[PPO] Kartenrahmen DIN A4 (Ausgabekopf;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3003;;[PPO] Kartenrahmen DIN A3 (Ausgabekopf;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3004;;[PPO] Massstabsleiste (Ausgabekopf);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3021;;[PPO] Grenzpunkt mit Abmarkung(Marke), abweichender Rechtszustand;Punkt;15;1010;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3022;;[PPO] Grenzpunkt, Abmarkung zeitweilig ausgesetzt;Punkt;15;1010;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3023;;[PPO] Grenzpunkt, Abmarkung zeitweilig ausgesetzt, abweichender Rechtszustand;Punkt;15;1010;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3024;;[PPO] Grenzpunkt, Abmarkung nach Quellenlage nicht zu spezifizieren;Punkt;15;1010;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3025;;[PPO] Grenzpunkt, Abmarkung nach Quellenlage nicht zu spezifizieren, abweichender Rechtszustand;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3300;;[PPO] Kreditinstitut, Bank, Bankfiliale;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3301;;[PPO] Kreditinstitut, Bank, Bankfiliale (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3302;;[PPO] Hotel, Motel, Pension;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3303;;[PPO] Jugendherberge;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3304;;[PPO] Jugendherberge (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3305;;[PPO] Gaststaette, Restaurant;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3306;;[PPO] Kino;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3307;;[PPO] Kino (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3308;;[PPO] Spielcasino;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3309;;[PPO] Parkhaus, Parkdeck;Punkt;A06;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3310;;[PPO] Parkhaus, Parkdeck (SW);Punkt;A10;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3311;;[PPO] Toilette;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3312;;[PPO] Post;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3313;;[PPO] Post (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3314;;[PPO] Theater, Oper;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3315;;[PPO] Bibliothek, Buecherei;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3316;;[PPO] Kirche;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3317;;[PPO] Synagoge;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3318;;[PPO] Kapelle;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3319;;[PPO] Moschee;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3320;;[PPO] Tempel;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3321;;[PPO] Heilanstalt, Pflegeanstalt, Krankenhaus, Rettungsstelle;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3322;;[PPO] Heilanstalt, Pflegeanstalt, Krankenhaus, Rettungsstelle (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3323;;[PPO] Kindergarten, Kindertagesstaette;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3324;;[PPO] Polizei, Polizeiwache;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3325;;[PPO] Polizei, Polizeiwache (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3326;;[PPO] Feuerwehr;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3327;;[PPO] Feuerwehr (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3328;;[PPO] Bahnhof U-Bahn, Haltestelle, Haltepunkt U-Bahn;Punkt;A04;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3329;;[PPO] Bahnhof U-Bahn, Haltestelle, Haltepunkt U-Bahn (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3330;;[PPO] Bahnhof S-Bahn, Haltestelle, Haltepunkt S-Bahn;Punkt;A05;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3331;;[PPO] Bahnhof S-Bahn, Haltestelle, Haltepunkt S-Bahn (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3332;;[PPO] Omnibusbahnhof;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3333;;[PPO] Omnibusbahnhof (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3334;;[PPO] Hallenbad;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3335;;[PPO] Hallenbad (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3336;;[PPO] Tiefgarage, Tiefgarage unter der Erdoberflaeche;Punkt;A07;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3337;;[PPO] Tiefgarage, Tiefgarage unter der Erdoberflaeche (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3338;;[PPO] Apotheke;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3339;;[PPO] Apotheke (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3340;;[PPO] Touristisches Informationszentrum;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3341;;[PPO] Touristisches Informationszentrum (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3342;;[PPO] Arztpraxis;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3343;;[PPO] Bahnhof Stadtbahn, Haltestelle, Haltepunkt Stadtbahn;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3344;;[PPO] Bahnhof Stadtbahn, Haltestelle, Haltepunkt Stadtbahn (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3401;;[PPO] Tankstelle;Punkt;F58;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3402;;[PPO] Foerderanlage;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3403;;[PPO] Kraftwerk;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3404;;[PPO] Umspannstation;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3405;;[PPO] Bergbaubetrieb;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3406;;[PPO] Bergbaubetrieb ausser Betrieb, stillgelegt, verlassen;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3407;;[PPO] Tagebau, Grube, Steinbruch, Torf;Punkt;B20;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3408;;[PPO] Schornstein, Schlott, Esse;Punkt;G12;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3409;;[PPO] Bauwerk oder Anlage fuer Sport, Freizeit und Erholung, Sportart Skating;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3410;;[PPO] Zoo;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3411;;[PPO] Safaripark, Wildpark;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3412;;[PPO] Campinplatz;Punkt;B23;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3413;;[PPO] Gras, Gruenanlage, Gruenflaeche, Rain;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3414;;[PPO] Gras, Gruenanlage, Gruenflaeche, Rain (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3415;;[PPO] Park;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3416;;[PPO] Park (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3417;;[PPO] Botanischer Garten;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3418;;[PPO] Botanischer Garten (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3419;;[PPO] Kleingarten;Punkt;B42;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3420;;[PPO] Kleingarten (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3421;;[PPO] Garten, Gartenland;Punkt;B43;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3422;;[PPO] Garten, Gartenland (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3423;;[PPO] Spielplatz, Bolzplatz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3424;;[PPO] Fussweg, Gang;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3425;;[PPO] Fussweg, Gang (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3426;;[PPO] Radweg;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3427;;[PPO] Radweg (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3428;;[PPO] Radweg, Fussweg;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3429;;[PPO] Radweg, Fussweg (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3430;;[PPO] Reitweg;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3431;;[PPO] Reitweg (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3432;;[PPO] Parkplatz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3433;;[PPO] Parkplatz (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3434;;[PPO] Rastplatz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3435;;[PPO] Rastplatz (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3436;;[PPO] Raststaette;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3437;;[PPO] Raststaette (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3438;;[PPO] Hubschrauberflugplatz, Hubschrauberflugplatz im Bau;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3439;;[PPO] Segelfluggelaende, Segelfluggelaende im Bau;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3440;;[PPO] Streuobstacker, Streuobstwiese;Punkt;B25;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3441;;[PPO] Hopfen (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3442;;[PPO] Hopfen;Punkt;B33;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3444;;[PPO] Spargel;Punkt;B34;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3445;;[PPO] Spargel (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3446;;[PPO] Baumschule (SW);Punkt;B05;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3448;;[PPO] Weingarten;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3449;;[PPO] Weingarten (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3450;;[PPO] Obstplantage;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3451;;[PPO] Obstplantage (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3452;;[PPO] Obstbaumplantage (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3454;;[PPO] Obstrauchplantage;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3455;;[PPO] Obstrauchplantage (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3456;;[PPO] Wald;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3457;;[PPO] Wald (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3458;;[PPO] Baumbestand Laubholz, Baumreihe Laub- und Nadelholz, Baumreihe Laubholz, Wald Laubholz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3459;;[PPO])Baumbestand Laubholz, Baumreihe Laub- und Nadelholz, Baumreihe Laubholz, Wald Laubholz (SW;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3460;;[PPO] Baumbestand Nadelholz, Baumreihe Laub- und Nadelholz, Baumreihe Nadelholz, Wald Nadelholz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3461;;[PPO](Baumbestand Nadelholz, Baumreihe Laub- und Nadelholz, Baumreihe Nadelholz, Wald Nadelholz SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3462;;[PPO] Baumbestand Laub-und Nadelholz, Laubwald mit Nadelholz, Nadelwald mit Laubholz, Wald Laub-und Nadelholz;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3463;;[PPO] Baumbestand Laub-und Nadelholz, Laubwald mit Nadelholz, Nadelwald mit Laubholz, Wald Laub-und Nadelholz (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3464;;[PPO] Streuobstwiese (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3470;;[PPO] Gehoelz, Gehoelz (Vegetationsmerkmal);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3471;;[PPO] Gehoelz, Gehoelz (Vegetationsmerkmal) (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3472;;[PPO] Latschenkiefer;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3473;;[PPO] Latschenkiefer (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3474;;[PPO] Heide;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3475;;[PPO] Heide (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3476;;[PPO] Moor;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3477;;[PPO] Moor (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3478;;[PPO] Sumpf Zustand nass;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3479;;[PPO] Sumpf Zustand nass (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3480;;[PPO] Unland/Vegetationslose Flaeche, Vegetationslose Flaeche, Vegetationslose Flaeche sonstigesOberflaechenmaterial;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3481;;[PPO] Fels;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3482;;[PPO] Steine, Schotter, Wellenbrecher, Buhne;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3483;;[PPO] Geroell;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3484;;[PPO] Duene, Sand, Sandbank;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3485;;[PPO] Duene, Sand, Sandbank (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3486;;[PPO] Eis, Firn, Schnee;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3487;;[PPO] Eis, Firn, Schnee (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3488;;[PPO] Bach, Fleet, Fliessgewaesser, Graben ...;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3489;;[PPO] Bach, Fleet, Fliessgewaesser, Graben (SW)...;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3490;;[PPO] Hafenbecken, Meer, Priel, Gewaesser, Teich (SW)...;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3491;;[PPO] Kanal im Bau (SW);Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3501;;[PPO] Windrad;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3502;;[PPO] Solarzellen;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3503;;[PPO] Wasserrad;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3504;;[PPO] Mast;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3506;;[PPO] Antenne, Funkmast;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3507;;[PPO] Radioteleskop;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3509;;[PPO] Stollenmundloch;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3510;;[PPO] Schachtoeffnung;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3511;;[PPO] Kran;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3512;;[PPO] Drehkran;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3513;;[PPO] Portalkran;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3514;;[PPO] Laufkran, Brueckenkran;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3515;;[PPO] Hochofen;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3516;;[PPO] Merkzeichen, Merkstein;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3517;;[PPO] Hydrant, Oberflurhydrant;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3518;;[PPO] Unterflurhydrant;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
25.09.2012;02310-3519;;[PPO] Schieberkappe;Punkt;15;1071;;Lageplan Bestand;Import ALKIS NAS
